time,opname,outlier,qdepth,esize,nobjs,batchsize,raw_iops,eff_iops
1479847581,zlog_batch_write_batch_oident,100,25,1024,50,10,7349,73496
1479847583,zlog_batch_write_batch_oident,100,25,1024,50,10,10706,107066
1479847585,zlog_batch_write_batch_oident,100,25,1024,50,10,10652,106529
1479847587,zlog_batch_write_batch_oident,100,25,1024,50,10,10230,102308
1479847589,zlog_batch_write_batch_oident,100,25,1024,50,10,10638,106383
1479847591,zlog_batch_write_batch_oident,100,25,1024,50,10,10764,107648
1479847593,zlog_batch_write_batch_oident,100,25,1024,50,10,10363,103638
1479847595,zlog_batch_write_batch_oident,100,25,1024,50,10,10560,105603
1479847597,zlog_batch_write_batch_oident,100,25,1024,50,10,10342,103423
1479847599,zlog_batch_write_batch_oident,100,25,1024,50,10,10426,104264
1479847601,zlog_batch_write_batch_oident,100,25,1024,50,10,10930,109309
1479847603,zlog_batch_write_batch_oident,100,25,1024,50,10,10667,106673
1479847605,zlog_batch_write_batch_oident,100,25,1024,50,10,8849,88495
1479847607,zlog_batch_write_batch_oident,100,25,1024,50,10,10581,105814
1479847609,zlog_batch_write_batch_oident,100,25,1024,50,10,10655,106553
1479847611,zlog_batch_write_batch_oident,100,25,1024,50,10,10377,103774
1479847613,zlog_batch_write_batch_oident,100,25,1024,50,10,10553,105534
1479847615,zlog_batch_write_batch_oident,100,25,1024,50,10,10708,107086
1479847617,zlog_batch_write_batch_oident,100,25,1024,50,10,10518,105184
1479847619,zlog_batch_write_batch_oident,100,25,1024,50,10,10594,105944
1479847621,zlog_batch_write_batch_oident,100,25,1024,50,10,10676,106769
1479847623,zlog_batch_write_batch_oident,100,25,1024,50,10,8146,81460
1479847625,zlog_batch_write_batch_oident,100,25,1024,50,10,10470,104704
1479847627,zlog_batch_write_batch_oident,100,25,1024,50,10,10446,104464
1479847629,zlog_batch_write_batch_oident,100,25,1024,50,10,10480,104809
1479847631,zlog_batch_write_batch_oident,100,25,1024,50,10,10543,105434
1479847633,zlog_batch_write_batch_oident,100,25,1024,50,10,10440,104404
1479847635,zlog_batch_write_batch_oident,100,25,1024,50,10,8274,82741
1479847637,zlog_batch_write_batch_oident,100,25,1024,50,10,10485,104857
1479847639,zlog_batch_write_batch_oident,100,25,1024,50,10,10389,103899
1479847641,zlog_batch_write_batch_oident,100,25,1024,50,10,9978,99789
1479847643,zlog_batch_write_batch_oident,100,25,1024,50,10,10558,105589
1479847645,zlog_batch_write_batch_oident,100,25,1024,50,10,10361,103619
1479847647,zlog_batch_write_batch_oident,100,25,1024,50,10,10219,102199
1479847649,zlog_batch_write_batch_oident,100,25,1024,50,10,10389,103899
1479847651,zlog_batch_write_batch_oident,100,25,1024,50,10,8950,89500
1479847653,zlog_batch_write_batch_oident,100,25,1024,50,10,9904,99044
1479847655,zlog_batch_write_batch_oident,100,25,1024,50,10,10615,106159
1479847657,zlog_batch_write_batch_oident,100,25,1024,50,10,10372,103729
1479847659,zlog_batch_write_batch_oident,100,25,1024,50,10,10392,103924
1479847661,zlog_batch_write_batch_oident,100,25,1024,50,10,10393,103934
1479847663,zlog_batch_write_batch_oident,100,25,1024,50,10,8638,86385
1479847665,zlog_batch_write_batch_oident,100,25,1024,50,10,10409,104099
1479847667,zlog_batch_write_batch_oident,100,25,1024,50,10,10358,103584
1479847669,zlog_batch_write_batch_oident,100,25,1024,50,10,9440,94409
1479847671,zlog_batch_write_batch_oident,100,25,1024,50,10,10399,103999
1479847673,zlog_batch_write_batch_oident,100,25,1024,50,10,10396,103964
1479847675,zlog_batch_write_batch_oident,100,25,1024,50,10,9520,95200
1479847677,zlog_batch_write_batch_oident,100,25,1024,50,10,10651,106519
1479847679,zlog_batch_write_batch_oident,100,25,1024,50,10,10524,105244
1479847681,zlog_batch_write_batch_oident,100,25,1024,50,10,10426,104269
1479847683,zlog_batch_write_batch_oident,100,25,1024,50,10,10428,104289
1479847685,zlog_batch_write_batch_oident,100,25,1024,50,10,10279,102799
1479847687,zlog_batch_write_batch_oident,100,25,1024,50,10,8865,88650
1479847689,zlog_batch_write_batch_oident,100,25,1024,50,10,10578,105784
1479847691,zlog_batch_write_batch_oident,100,25,1024,50,10,10353,103532
1479847693,zlog_batch_write_batch_oident,100,25,1024,50,10,10251,102519
1479847695,zlog_batch_write_batch_oident,100,25,1024,50,10,10407,104079
1479847697,zlog_batch_write_batch_oident,100,25,1024,50,10,10609,106094
1479847699,zlog_batch_write_batch_oident,100,25,1024,50,10,9992,99924
1479847701,zlog_batch_write_batch_oident,100,25,1024,50,10,10385,103859
1479847703,zlog_batch_write_batch_oident,100,25,1024,50,10,10248,102489
1479847705,zlog_batch_write_batch_oident,100,25,1024,50,10,6950,69501
1479847707,zlog_batch_write_batch_oident,100,25,1024,50,10,10515,105159
1479847709,zlog_batch_write_batch_oident,100,25,1024,50,10,10351,103515
1479847711,zlog_batch_write_batch_oident,100,25,1024,50,10,10106,101069
1479847713,zlog_batch_write_batch_oident,100,25,1024,50,10,10625,106259
1479847715,zlog_batch_write_batch_oident,100,25,1024,50,10,10529,105294
1479847717,zlog_batch_write_batch_oident,100,25,1024,50,10,10272,102729
1479847719,zlog_batch_write_batch_oident,100,25,1024,50,10,10244,102449
1479847721,zlog_batch_write_batch_oident,100,25,1024,50,10,10459,104599
1479847723,zlog_batch_write_batch_oident,100,25,1024,50,10,10409,104094
1479847725,zlog_batch_write_batch_oident,100,25,1024,50,10,10505,105059
1479847727,zlog_batch_write_batch_oident,100,25,1024,50,10,10192,101928
1479847729,zlog_batch_write_batch_oident,100,25,1024,50,10,10475,104759
1479847731,zlog_batch_write_batch_oident,100,25,1024,50,10,10378,103784
1479847733,zlog_batch_write_batch_oident,100,25,1024,50,10,8787,87870
1479847735,zlog_batch_write_batch_oident,100,25,1024,50,10,10217,102179
1479847737,zlog_batch_write_batch_oident,100,25,1024,50,10,10444,104444
1479847739,zlog_batch_write_batch_oident,100,25,1024,50,10,8521,85210
1479847741,zlog_batch_write_batch_oident,100,25,1024,50,10,10580,105805
1479847743,zlog_batch_write_batch_oident,100,25,1024,50,10,10523,105238
1479847745,zlog_batch_write_batch_oident,100,25,1024,50,10,10127,101273
1479847747,zlog_batch_write_batch_oident,100,25,1024,50,10,10539,105399
1479847749,zlog_batch_write_batch_oident,100,25,1024,50,10,10541,105414
1479847751,zlog_batch_write_batch_oident,100,25,1024,50,10,10172,101729
1479847753,zlog_batch_write_batch_oident,100,25,1024,50,10,10413,104134
1479847755,zlog_batch_write_batch_oident,100,25,1024,50,10,10177,101777
1479847757,zlog_batch_write_batch_oident,100,25,1024,50,10,9350,93500
1479847759,zlog_batch_write_batch_oident,100,25,1024,50,10,10153,101535
1479847761,zlog_batch_write_batch_oident,100,25,1024,50,10,10164,101649
1479847763,zlog_batch_write_batch_oident,100,25,1024,50,10,9898,98989
1479847765,zlog_batch_write_batch_oident,100,25,1024,50,10,8935,89355
1479847767,zlog_batch_write_batch_oident,100,25,1024,50,10,10422,104223
1479847769,zlog_batch_write_batch_oident,100,25,1024,50,10,7544,75441
1479847771,zlog_batch_write_batch_oident,100,25,1024,50,10,10353,103534
1479847773,zlog_batch_write_batch_oident,100,25,1024,50,10,10351,103519
1479847775,zlog_batch_write_batch_oident,100,25,1024,50,10,7035,70356
1479847777,zlog_batch_write_batch_oident,100,25,1024,50,10,10404,104049
1479847779,zlog_batch_write_batch_oident,100,25,1024,50,10,10400,104001
1479847781,zlog_batch_write_batch_oident,100,25,1024,50,10,7461,74616
1479847783,zlog_batch_write_batch_oident,100,25,1024,50,10,10472,104724
1479847785,zlog_batch_write_batch_oident,100,25,1024,50,10,10293,102935
1479847787,zlog_batch_write_batch_oident,100,25,1024,50,10,6464,64646
1479847789,zlog_batch_write_batch_oident,100,25,1024,50,10,10662,106629
1479847791,zlog_batch_write_batch_oident,100,25,1024,50,10,7604,76041
1479847793,zlog_batch_write_batch_oident,100,25,1024,50,10,9502,95020
1479847795,zlog_batch_write_batch_oident,100,25,1024,50,10,9942,99429
1479847797,zlog_batch_write_batch_oident,100,25,1024,50,10,9177,91775
1479847799,zlog_batch_write_batch_oident,100,25,1024,50,10,8708,87080
1479847801,zlog_batch_write_batch_oident,100,25,1024,50,10,10258,102589
1479847803,zlog_batch_write_batch_oident,100,25,1024,50,10,10198,101989
1479847805,zlog_batch_write_batch_oident,100,25,1024,50,10,6135,61351
1479847807,zlog_batch_write_batch_oident,100,25,1024,50,10,10551,105517
1479847809,zlog_batch_write_batch_oident,100,25,1024,50,10,7301,73015
1479847811,zlog_batch_write_batch_oident,100,25,1024,50,10,9786,97864
1479847813,zlog_batch_write_batch_oident,100,25,1024,50,10,8425,84250
1479847815,zlog_batch_write_batch_oident,100,25,1024,50,10,10133,101330
1479847817,zlog_batch_write_batch_oident,100,25,1024,50,10,7006,70061
1479847819,zlog_batch_write_batch_oident,100,25,1024,50,10,10340,103409
1479847821,zlog_batch_write_batch_oident,100,25,1024,50,10,7535,75351
1479847823,zlog_batch_write_batch_oident,100,25,1024,50,10,10308,103084
1479847825,zlog_batch_write_batch_oident,100,25,1024,50,10,8327,83270
1479847827,zlog_batch_write_batch_oident,100,25,1024,50,10,10081,100814
1479847829,zlog_batch_write_batch_oident,100,25,1024,50,10,8600,86005
1479847831,zlog_batch_write_batch_oident,100,25,1024,50,10,9970,99704
1479847833,zlog_batch_write_batch_oident,100,25,1024,50,10,5488,54887
1479847835,zlog_batch_write_batch_oident,100,25,1024,50,10,10393,103934
1479847837,zlog_batch_write_batch_oident,100,25,1024,50,10,10282,102824
1479847839,zlog_batch_write_batch_oident,100,25,1024,50,10,10110,101109
1479847841,zlog_batch_write_batch_oident,100,25,1024,50,10,10245,102459
1479847843,zlog_batch_write_batch_oident,100,25,1024,50,10,8915,89150
1479847845,zlog_batch_write_batch_oident,100,25,1024,50,10,9140,91400
