time,opname,outlier,qdepth,esize,nobjs,batchsize,raw_iops,eff_iops
1479851036,zlog_batch_write_batch,100000,25,1024,50,10,2810,28109
1479851038,zlog_batch_write_batch,100000,25,1024,50,10,1811,18113
1479851040,zlog_batch_write_batch,100000,25,1024,50,10,1324,13248
1479851042,zlog_batch_write_batch,100000,25,1024,50,10,1311,13119
1479851044,zlog_batch_write_batch,100000,25,1024,50,10,1327,13274
1479851046,zlog_batch_write_batch,100000,25,1024,50,10,1301,13019
1479851048,zlog_batch_write_batch,100000,25,1024,50,10,1338,13389
1479851050,zlog_batch_write_batch,100000,25,1024,50,10,1319,13199
1479851052,zlog_batch_write_batch,100000,25,1024,50,10,1308,13089
1479851054,zlog_batch_write_batch,100000,25,1024,50,10,1290,12909
1479851056,zlog_batch_write_batch,100000,25,1024,50,10,1285,12859
1479851058,zlog_batch_write_batch,100000,25,1024,50,10,1286,12864
1479851060,zlog_batch_write_batch,100000,25,1024,50,10,1315,13154
1479851062,zlog_batch_write_batch,100000,25,1024,50,10,1283,12834
1479851064,zlog_batch_write_batch,100000,25,1024,50,10,1302,13024
1479851066,zlog_batch_write_batch,100000,25,1024,50,10,1299,12999
1479851068,zlog_batch_write_batch,100000,25,1024,50,10,1324,13249
1479851070,zlog_batch_write_batch,100000,25,1024,50,10,1298,12989
1479851072,zlog_batch_write_batch,100000,25,1024,50,10,1311,13114
1479851074,zlog_batch_write_batch,100000,25,1024,50,10,1326,13269
1479851076,zlog_batch_write_batch,100000,25,1024,50,10,1287,12874
1479851078,zlog_batch_write_batch,100000,25,1024,50,10,1300,13004
1479851080,zlog_batch_write_batch,100000,25,1024,50,10,1324,13249
1479851082,zlog_batch_write_batch,100000,25,1024,50,10,1309,13099
1479851084,zlog_batch_write_batch,100000,25,1024,50,10,1311,13114
1479851086,zlog_batch_write_batch,100000,25,1024,50,10,1297,12974
1479851088,zlog_batch_write_batch,100000,25,1024,50,10,1324,13249
1479851090,zlog_batch_write_batch,100000,25,1024,50,10,1292,12929
1479851092,zlog_batch_write_batch,100000,25,1024,50,10,1323,13234
1479851094,zlog_batch_write_batch,100000,25,1024,50,10,1286,12864
1479851096,zlog_batch_write_batch,100000,25,1024,50,10,1288,12889
1479851098,zlog_batch_write_batch,100000,25,1024,50,10,1321,13214
1479851100,zlog_batch_write_batch,100000,25,1024,50,10,1294,12944
1479851102,zlog_batch_write_batch,100000,25,1024,50,10,1292,12929
1479851104,zlog_batch_write_batch,100000,25,1024,50,10,1316,13164
1479851106,zlog_batch_write_batch,100000,25,1024,50,10,1300,13009
1479851108,zlog_batch_write_batch,100000,25,1024,50,10,1303,13034
1479851110,zlog_batch_write_batch,100000,25,1024,50,10,1305,13054
1479851112,zlog_batch_write_batch,100000,25,1024,50,10,1320,13204
1479851114,zlog_batch_write_batch,100000,25,1024,50,10,1306,13069
1479851116,zlog_batch_write_batch,100000,25,1024,50,10,1305,13054
1479851118,zlog_batch_write_batch,100000,25,1024,50,10,1305,13059
1479851120,zlog_batch_write_batch,100000,25,1024,50,10,1315,13159
1479851122,zlog_batch_write_batch,100000,25,1024,50,10,1273,12739
1479851124,zlog_batch_write_batch,100000,25,1024,50,10,1323,13239
1479851126,zlog_batch_write_batch,100000,25,1024,50,10,1282,12829
1479851128,zlog_batch_write_batch,100000,25,1024,50,10,1337,13379
1479851130,zlog_batch_write_batch,100000,25,1024,50,10,1311,13114
1479851132,zlog_batch_write_batch,100000,25,1024,50,10,1305,13054
1479851134,zlog_batch_write_batch,100000,25,1024,50,10,1305,13059
1479851136,zlog_batch_write_batch,100000,25,1024,50,10,1312,13124
1479851138,zlog_batch_write_batch,100000,25,1024,50,10,1297,12979
1479851140,zlog_batch_write_batch,100000,25,1024,50,10,1309,13099
1479851142,zlog_batch_write_batch,100000,25,1024,50,10,1322,13224
1479851144,zlog_batch_write_batch,100000,25,1024,50,10,1316,13164
1479851146,zlog_batch_write_batch,100000,25,1024,50,10,1307,13074
1479851148,zlog_batch_write_batch,100000,25,1024,50,10,1305,13054
1479851150,zlog_batch_write_batch,100000,25,1024,50,10,1295,12954
1479851152,zlog_batch_write_batch,100000,25,1024,50,10,1277,12779
1479851154,zlog_batch_write_batch,100000,25,1024,50,10,1294,12949
1479851156,zlog_batch_write_batch,100000,25,1024,50,10,1284,12849
1479851158,zlog_batch_write_batch,100000,25,1024,50,10,1296,12964
1479851160,zlog_batch_write_batch,100000,25,1024,50,10,1294,12949
1479851162,zlog_batch_write_batch,100000,25,1024,50,10,1273,12734
1479851164,zlog_batch_write_batch,100000,25,1024,50,10,1319,13199
1479851166,zlog_batch_write_batch,100000,25,1024,50,10,1299,12999
1479851168,zlog_batch_write_batch,100000,25,1024,50,10,1319,13194
1479851170,zlog_batch_write_batch,100000,25,1024,50,10,1287,12874
1479851172,zlog_batch_write_batch,100000,25,1024,50,10,1269,12699
1479851174,zlog_batch_write_batch,100000,25,1024,50,10,1295,12959
1479851176,zlog_batch_write_batch,100000,25,1024,50,10,1308,13089
1479851178,zlog_batch_write_batch,100000,25,1024,50,10,1279,12794
1479851180,zlog_batch_write_batch,100000,25,1024,50,10,1298,12989
1479851182,zlog_batch_write_batch,100000,25,1024,50,10,1308,13084
1479851184,zlog_batch_write_batch,100000,25,1024,50,10,1276,12764
1479851186,zlog_batch_write_batch,100000,25,1024,50,10,1300,13004
1479851188,zlog_batch_write_batch,100000,25,1024,50,10,1242,12424
1479851190,zlog_batch_write_batch,100000,25,1024,50,10,1302,13024
1479851192,zlog_batch_write_batch,100000,25,1024,50,10,1291,12914
1479851194,zlog_batch_write_batch,100000,25,1024,50,10,1282,12829
1479851196,zlog_batch_write_batch,100000,25,1024,50,10,1302,13024
1479851198,zlog_batch_write_batch,100000,25,1024,50,10,1312,13129
1479851200,zlog_batch_write_batch,100000,25,1024,50,10,1296,12964
1479851202,zlog_batch_write_batch,100000,25,1024,50,10,1259,12599
1479851204,zlog_batch_write_batch,100000,25,1024,50,10,1278,12784
1479851206,zlog_batch_write_batch,100000,25,1024,50,10,1271,12714
1479851208,zlog_batch_write_batch,100000,25,1024,50,10,1295,12959
1479851210,zlog_batch_write_batch,100000,25,1024,50,10,1275,12759
1479851212,zlog_batch_write_batch,100000,25,1024,50,10,1304,13049
1479851214,zlog_batch_write_batch,100000,25,1024,50,10,1287,12874
1479851216,zlog_batch_write_batch,100000,25,1024,50,10,1282,12824
1479851218,zlog_batch_write_batch,100000,25,1024,50,10,1283,12839
1479851220,zlog_batch_write_batch,100000,25,1024,50,10,1289,12894
1479851222,zlog_batch_write_batch,100000,25,1024,50,10,1273,12739
1479851224,zlog_batch_write_batch,100000,25,1024,50,10,1266,12664
1479851226,zlog_batch_write_batch,100000,25,1024,50,10,1297,12979
1479851228,zlog_batch_write_batch,100000,25,1024,50,10,1287,12874
1479851230,zlog_batch_write_batch,100000,25,1024,50,10,1287,12879
1479851232,zlog_batch_write_batch,100000,25,1024,50,10,1266,12664
1479851234,zlog_batch_write_batch,100000,25,1024,50,10,1282,12824
1479851236,zlog_batch_write_batch,100000,25,1024,50,10,1293,12934
1479851238,zlog_batch_write_batch,100000,25,1024,50,10,1270,12709
1479851240,zlog_batch_write_batch,100000,25,1024,50,10,1271,12714
1479851242,zlog_batch_write_batch,100000,25,1024,50,10,1288,12884
1479851244,zlog_batch_write_batch,100000,25,1024,50,10,1288,12889
1479851246,zlog_batch_write_batch,100000,25,1024,50,10,1271,12714
1479851248,zlog_batch_write_batch,100000,25,1024,50,10,1292,12924
1479851250,zlog_batch_write_batch,100000,25,1024,50,10,1258,12589
1479851252,zlog_batch_write_batch,100000,25,1024,50,10,1298,12989
1479851254,zlog_batch_write_batch,100000,25,1024,50,10,1263,12634
1479851256,zlog_batch_write_batch,100000,25,1024,50,10,1286,12864
1479851258,zlog_batch_write_batch,100000,25,1024,50,10,1292,12929
1479851260,zlog_batch_write_batch,100000,25,1024,50,10,1271,12719
1479851262,zlog_batch_write_batch,100000,25,1024,50,10,1273,12739
1479851264,zlog_batch_write_batch,100000,25,1024,50,10,1265,12654
1479851266,zlog_batch_write_batch,100000,25,1024,50,10,1256,12564
1479851268,zlog_batch_write_batch,100000,25,1024,50,10,1265,12659
1479851270,zlog_batch_write_batch,100000,25,1024,50,10,1275,12759
1479851272,zlog_batch_write_batch,100000,25,1024,50,10,1282,12824
1479851274,zlog_batch_write_batch,100000,25,1024,50,10,1272,12729
1479851276,zlog_batch_write_batch,100000,25,1024,50,10,1289,12894
1479851278,zlog_batch_write_batch,100000,25,1024,50,10,1296,12964
1479851280,zlog_batch_write_batch,100000,25,1024,50,10,1254,12544
1479851282,zlog_batch_write_batch,100000,25,1024,50,10,1284,12849
1479851284,zlog_batch_write_batch,100000,25,1024,50,10,1284,12844
1479851286,zlog_batch_write_batch,100000,25,1024,50,10,1282,12829
1479851288,zlog_batch_write_batch,100000,25,1024,50,10,1272,12729
1479851290,zlog_batch_write_batch,100000,25,1024,50,10,1217,12174
1479851292,zlog_batch_write_batch,100000,25,1024,50,10,1271,12719
1479851294,zlog_batch_write_batch,100000,25,1024,50,10,1270,12704
1479851296,zlog_batch_write_batch,100000,25,1024,50,10,1293,12939
1479851298,zlog_batch_write_batch,100000,25,1024,50,10,1288,12889
1479851300,zlog_batch_write_batch,100000,25,1024,50,10,1264,12649
1479851302,zlog_batch_write_batch,100000,25,1024,50,10,1263,12639
1479851304,zlog_batch_write_batch,100000,25,1024,50,10,1270,12704
1479851306,zlog_batch_write_batch,100000,25,1024,50,10,1255,12554
1479851308,zlog_batch_write_batch,100000,25,1024,50,10,1290,12909
1479851310,zlog_batch_write_batch,100000,25,1024,50,10,1279,12799
1479851312,zlog_batch_write_batch,100000,25,1024,50,10,1290,12909
1479851314,zlog_batch_write_batch,100000,25,1024,50,10,1283,12834
1479851316,zlog_batch_write_batch,100000,25,1024,50,10,1274,12744
1479851318,zlog_batch_write_batch,100000,25,1024,50,10,1294,12944
1479851320,zlog_batch_write_batch,100000,25,1024,50,10,1270,12709
1479851322,zlog_batch_write_batch,100000,25,1024,50,10,1272,12729
1479851324,zlog_batch_write_batch,100000,25,1024,50,10,1262,12629
1479851326,zlog_batch_write_batch,100000,25,1024,50,10,1281,12814
1479851328,zlog_batch_write_batch,100000,25,1024,50,10,1263,12634
1479851330,zlog_batch_write_batch,100000,25,1024,50,10,1311,13119
1479851332,zlog_batch_write_batch,100000,25,1024,50,10,1273,12739
