time,opname,outlier,qdepth,esize,nobjs,batchsize,raw_iops,eff_iops
1479848844,zlog_batch_write_batch_oident,1000,25,1024,50,10,7169,71696
1479848846,zlog_batch_write_batch_oident,1000,25,1024,50,10,9811,98117
1479848848,zlog_batch_write_batch_oident,1000,25,1024,50,10,10279,102799
1479848850,zlog_batch_write_batch_oident,1000,25,1024,50,10,10634,106343
1479848852,zlog_batch_write_batch_oident,1000,25,1024,50,10,8001,80010
1479848854,zlog_batch_write_batch_oident,1000,25,1024,50,10,10586,105863
1479848856,zlog_batch_write_batch_oident,1000,25,1024,50,10,10712,107127
1479848858,zlog_batch_write_batch_oident,1000,25,1024,50,10,10210,102108
1479848860,zlog_batch_write_batch_oident,1000,25,1024,50,10,10350,103504
1479848862,zlog_batch_write_batch_oident,1000,25,1024,50,10,10545,105458
1479848864,zlog_batch_write_batch_oident,1000,25,1024,50,10,10211,102114
1479848866,zlog_batch_write_batch_oident,1000,25,1024,50,10,10608,106086
1479848868,zlog_batch_write_batch_oident,1000,25,1024,50,10,10524,105248
1479848870,zlog_batch_write_batch_oident,1000,25,1024,50,10,10189,101893
1479848872,zlog_batch_write_batch_oident,1000,25,1024,50,10,10387,103874
1479848874,zlog_batch_write_batch_oident,1000,25,1024,50,10,10085,100854
1479848876,zlog_batch_write_batch_oident,1000,25,1024,50,10,9499,94994
1479848878,zlog_batch_write_batch_oident,1000,25,1024,50,10,10606,106068
1479848880,zlog_batch_write_batch_oident,1000,25,1024,50,10,10868,108684
1479848882,zlog_batch_write_batch_oident,1000,25,1024,50,10,8961,89610
1479848884,zlog_batch_write_batch_oident,1000,25,1024,50,10,10466,104669
1479848886,zlog_batch_write_batch_oident,1000,25,1024,50,10,10464,104642
1479848888,zlog_batch_write_batch_oident,1000,25,1024,50,10,9056,90564
1479848890,zlog_batch_write_batch_oident,1000,25,1024,50,10,10481,104813
1479848892,zlog_batch_write_batch_oident,1000,25,1024,50,10,9204,92049
1479848894,zlog_batch_write_batch_oident,1000,25,1024,50,10,9418,94189
1479848896,zlog_batch_write_batch_oident,1000,25,1024,50,10,10464,104644
1479848898,zlog_batch_write_batch_oident,1000,25,1024,50,10,9199,91999
1479848900,zlog_batch_write_batch_oident,1000,25,1024,50,10,10477,104779
1479848902,zlog_batch_write_batch_oident,1000,25,1024,50,10,10483,104838
1479848904,zlog_batch_write_batch_oident,1000,25,1024,50,10,7826,78260
1479848906,zlog_batch_write_batch_oident,1000,25,1024,50,10,10454,104549
1479848908,zlog_batch_write_batch_oident,1000,25,1024,50,10,10521,105219
1479848910,zlog_batch_write_batch_oident,1000,25,1024,50,10,8570,85705
1479848912,zlog_batch_write_batch_oident,1000,25,1024,50,10,10479,104799
1479848914,zlog_batch_write_batch_oident,1000,25,1024,50,10,10420,104209
1479848916,zlog_batch_write_batch_oident,1000,25,1024,50,10,7829,78295
1479848918,zlog_batch_write_batch_oident,1000,25,1024,50,10,10399,103994
1479848920,zlog_batch_write_batch_oident,1000,25,1024,50,10,10336,103363
1479848922,zlog_batch_write_batch_oident,1000,25,1024,50,10,10280,102809
1479848924,zlog_batch_write_batch_oident,1000,25,1024,50,10,10525,105254
1479848926,zlog_batch_write_batch_oident,1000,25,1024,50,10,10424,104249
1479848928,zlog_batch_write_batch_oident,1000,25,1024,50,10,8282,82820
1479848930,zlog_batch_write_batch_oident,1000,25,1024,50,10,10215,102154
1479848932,zlog_batch_write_batch_oident,1000,25,1024,50,10,10357,103578
1479848934,zlog_batch_write_batch_oident,1000,25,1024,50,10,8523,85239
1479848936,zlog_batch_write_batch_oident,1000,25,1024,50,10,10304,103043
1479848938,zlog_batch_write_batch_oident,1000,25,1024,50,10,10330,103303
1479848940,zlog_batch_write_batch_oident,1000,25,1024,50,10,10325,103259
1479848942,zlog_batch_write_batch_oident,1000,25,1024,50,10,10537,105376
1479848944,zlog_batch_write_batch_oident,1000,25,1024,50,10,9608,96089
1479848946,zlog_batch_write_batch_oident,1000,25,1024,50,10,7747,77475
1479848948,zlog_batch_write_batch_oident,1000,25,1024,50,10,10311,103113
1479848950,zlog_batch_write_batch_oident,1000,25,1024,50,10,10387,103879
1479848952,zlog_batch_write_batch_oident,1000,25,1024,50,10,10203,102032
1479848954,zlog_batch_write_batch_oident,1000,25,1024,50,10,10517,105178
1479848956,zlog_batch_write_batch_oident,1000,25,1024,50,10,9359,93599
1479848958,zlog_batch_write_batch_oident,1000,25,1024,50,10,9712,97124
1479848960,zlog_batch_write_batch_oident,1000,25,1024,50,10,10431,104318
1479848962,zlog_batch_write_batch_oident,1000,25,1024,50,10,8973,89739
1479848964,zlog_batch_write_batch_oident,1000,25,1024,50,10,10505,105058
1479848966,zlog_batch_write_batch_oident,1000,25,1024,50,10,10315,103159
1479848968,zlog_batch_write_batch_oident,1000,25,1024,50,10,8455,84558
1479848970,zlog_batch_write_batch_oident,1000,25,1024,50,10,10287,102878
1479848972,zlog_batch_write_batch_oident,1000,25,1024,50,10,10602,106029
1479848974,zlog_batch_write_batch_oident,1000,25,1024,50,10,8368,83689
1479848976,zlog_batch_write_batch_oident,1000,25,1024,50,10,10305,103054
1479848978,zlog_batch_write_batch_oident,1000,25,1024,50,10,10453,104532
1479848980,zlog_batch_write_batch_oident,1000,25,1024,50,10,9535,95354
1479848982,zlog_batch_write_batch_oident,1000,25,1024,50,10,10182,101823
1479848984,zlog_batch_write_batch_oident,1000,25,1024,50,10,10080,100809
1479848986,zlog_batch_write_batch_oident,1000,25,1024,50,10,9198,91985
1479848988,zlog_batch_write_batch_oident,1000,25,1024,50,10,10324,103249
1479848990,zlog_batch_write_batch_oident,1000,25,1024,50,10,10280,102809
1479848992,zlog_batch_write_batch_oident,1000,25,1024,50,10,10260,102603
1479848994,zlog_batch_write_batch_oident,1000,25,1024,50,10,10297,102973
1479848996,zlog_batch_write_batch_oident,1000,25,1024,50,10,10281,102814
1479848998,zlog_batch_write_batch_oident,1000,25,1024,50,10,6945,69451
1479849000,zlog_batch_write_batch_oident,1000,25,1024,50,10,10350,103509
1479849002,zlog_batch_write_batch_oident,1000,25,1024,50,10,10341,103414
1479849004,zlog_batch_write_batch_oident,1000,25,1024,50,10,10214,102144
1479849006,zlog_batch_write_batch_oident,1000,25,1024,50,10,9962,99629
1479849008,zlog_batch_write_batch_oident,1000,25,1024,50,10,10174,101748
1479849010,zlog_batch_write_batch_oident,1000,25,1024,50,10,9114,91144
1479849012,zlog_batch_write_batch_oident,1000,25,1024,50,10,10252,102524
1479849014,zlog_batch_write_batch_oident,1000,25,1024,50,10,10441,104419
1479849016,zlog_batch_write_batch_oident,1000,25,1024,50,10,8504,85045
1479849018,zlog_batch_write_batch_oident,1000,25,1024,50,10,10352,103524
1479849020,zlog_batch_write_batch_oident,1000,25,1024,50,10,10262,102629
1479849022,zlog_batch_write_batch_oident,1000,25,1024,50,10,9898,98989
1479849024,zlog_batch_write_batch_oident,1000,25,1024,50,10,10109,101094
1479849026,zlog_batch_write_batch_oident,1000,25,1024,50,10,10209,102094
1479849028,zlog_batch_write_batch_oident,1000,25,1024,50,10,9901,99014
1479849030,zlog_batch_write_batch_oident,1000,25,1024,50,10,10184,101849
1479849032,zlog_batch_write_batch_oident,1000,25,1024,50,10,10163,101634
1479849034,zlog_batch_write_batch_oident,1000,25,1024,50,10,10248,102484
1479849036,zlog_batch_write_batch_oident,1000,25,1024,50,10,10313,103134
1479849038,zlog_batch_write_batch_oident,1000,25,1024,50,10,8877,88770
1479849040,zlog_batch_write_batch_oident,1000,25,1024,50,10,10244,102444
1479849042,zlog_batch_write_batch_oident,1000,25,1024,50,10,10218,102183
1479849044,zlog_batch_write_batch_oident,1000,25,1024,50,10,7330,73306
1479849046,zlog_batch_write_batch_oident,1000,25,1024,50,10,10259,102599
1479849048,zlog_batch_write_batch_oident,1000,25,1024,50,10,10374,103744
1479849050,zlog_batch_write_batch_oident,1000,25,1024,50,10,9857,98574
1479849052,zlog_batch_write_batch_oident,1000,25,1024,50,10,10315,103154
