time,opname,outlier,qdepth,esize,nobjs,batchsize,raw_iops,eff_iops
1479848423,zlog_batch_write_batch,1000,25,1024,50,10,7236,72361
1479848425,zlog_batch_write_batch,1000,25,1024,50,10,10982,109827
1479848427,zlog_batch_write_batch,1000,25,1024,50,10,11032,110324
1479848429,zlog_batch_write_batch,1000,25,1024,50,10,10770,107704
1479848431,zlog_batch_write_batch,1000,25,1024,50,10,10169,101699
1479848433,zlog_batch_write_batch,1000,25,1024,50,10,11089,110898
1479848435,zlog_batch_write_batch,1000,25,1024,50,10,9329,93290
1479848437,zlog_batch_write_batch,1000,25,1024,50,10,10820,108208
1479848439,zlog_batch_write_batch,1000,25,1024,50,10,10967,109679
1479848441,zlog_batch_write_batch,1000,25,1024,50,10,9597,95974
1479848443,zlog_batch_write_batch,1000,25,1024,50,10,11065,110659
1479848445,zlog_batch_write_batch,1000,25,1024,50,10,10978,109789
1479848447,zlog_batch_write_batch,1000,25,1024,50,10,9313,93130
1479848449,zlog_batch_write_batch,1000,25,1024,50,10,10977,109774
1479848451,zlog_batch_write_batch,1000,25,1024,50,10,11152,111528
1479848453,zlog_batch_write_batch,1000,25,1024,50,10,9786,97864
1479848455,zlog_batch_write_batch,1000,25,1024,50,10,10989,109899
1479848457,zlog_batch_write_batch,1000,25,1024,50,10,11036,110368
1479848459,zlog_batch_write_batch,1000,25,1024,50,10,8967,89674
1479848461,zlog_batch_write_batch,1000,25,1024,50,10,11034,110344
1479848463,zlog_batch_write_batch,1000,25,1024,50,10,11028,110289
1479848465,zlog_batch_write_batch,1000,25,1024,50,10,9300,93009
1479848467,zlog_batch_write_batch,1000,25,1024,50,10,11035,110358
1479848469,zlog_batch_write_batch,1000,25,1024,50,10,11214,112148
1479848471,zlog_batch_write_batch,1000,25,1024,50,10,9276,92764
1479848473,zlog_batch_write_batch,1000,25,1024,50,10,11076,110768
1479848475,zlog_batch_write_batch,1000,25,1024,50,10,11131,111318
1479848477,zlog_batch_write_batch,1000,25,1024,50,10,9291,92919
1479848479,zlog_batch_write_batch,1000,25,1024,50,10,11009,110099
1479848481,zlog_batch_write_batch,1000,25,1024,50,10,11176,111769
1479848483,zlog_batch_write_batch,1000,25,1024,50,10,9151,91518
1479848485,zlog_batch_write_batch,1000,25,1024,50,10,11083,110834
1479848487,zlog_batch_write_batch,1000,25,1024,50,10,10986,109864
1479848489,zlog_batch_write_batch,1000,25,1024,50,10,9298,92985
1479848491,zlog_batch_write_batch,1000,25,1024,50,10,10997,109973
1479848493,zlog_batch_write_batch,1000,25,1024,50,10,10251,102519
1479848495,zlog_batch_write_batch,1000,25,1024,50,10,7982,79825
1479848497,zlog_batch_write_batch,1000,25,1024,50,10,10873,108739
1479848499,zlog_batch_write_batch,1000,25,1024,50,10,10977,109778
1479848501,zlog_batch_write_batch,1000,25,1024,50,10,8543,85430
1479848503,zlog_batch_write_batch,1000,25,1024,50,10,11061,110619
1479848505,zlog_batch_write_batch,1000,25,1024,50,10,10773,107734
1479848507,zlog_batch_write_batch,1000,25,1024,50,10,10552,105524
1479848509,zlog_batch_write_batch,1000,25,1024,50,10,10876,108769
1479848511,zlog_batch_write_batch,1000,25,1024,50,10,9895,98950
1479848513,zlog_batch_write_batch,1000,25,1024,50,10,10650,106509
1479848515,zlog_batch_write_batch,1000,25,1024,50,10,11004,110049
1479848517,zlog_batch_write_batch,1000,25,1024,50,10,9526,95269
1479848519,zlog_batch_write_batch,1000,25,1024,50,10,10926,109269
1479848521,zlog_batch_write_batch,1000,25,1024,50,10,11040,110409
1479848523,zlog_batch_write_batch,1000,25,1024,50,10,9288,92885
1479848525,zlog_batch_write_batch,1000,25,1024,50,10,10597,105974
1479848527,zlog_batch_write_batch,1000,25,1024,50,10,10922,109224
1479848529,zlog_batch_write_batch,1000,25,1024,50,10,9914,99140
1479848531,zlog_batch_write_batch,1000,25,1024,50,10,10991,109913
1479848533,zlog_batch_write_batch,1000,25,1024,50,10,10961,109613
1479848535,zlog_batch_write_batch,1000,25,1024,50,10,10608,106088
1479848537,zlog_batch_write_batch,1000,25,1024,50,10,10974,109744
1479848539,zlog_batch_write_batch,1000,25,1024,50,10,10968,109683
1479848541,zlog_batch_write_batch,1000,25,1024,50,10,8116,81165
1479848543,zlog_batch_write_batch,1000,25,1024,50,10,10945,109459
1479848545,zlog_batch_write_batch,1000,25,1024,50,10,10927,109279
1479848547,zlog_batch_write_batch,1000,25,1024,50,10,9150,91509
1479848549,zlog_batch_write_batch,1000,25,1024,50,10,10808,108084
1479848551,zlog_batch_write_batch,1000,25,1024,50,10,11064,110649
1479848553,zlog_batch_write_batch,1000,25,1024,50,10,8611,86110
1479848555,zlog_batch_write_batch,1000,25,1024,50,10,10918,109184
