time,opname,outlier,qdepth,esize,nobjs,batchsize,raw_iops,eff_iops
1479849265,zlog_batch_write_simple,10000,25,1024,50,10,2802,28024
1479849267,zlog_batch_write_simple,10000,25,1024,50,10,3872,38722
1479849269,zlog_batch_write_simple,10000,25,1024,50,10,3876,38762
1479849271,zlog_batch_write_simple,10000,25,1024,50,10,3945,39457
1479849273,zlog_batch_write_simple,10000,25,1024,50,10,3873,38732
1479849275,zlog_batch_write_simple,10000,25,1024,50,10,3716,37162
1479849277,zlog_batch_write_simple,10000,25,1024,50,10,3940,39407
1479849279,zlog_batch_write_simple,10000,25,1024,50,10,3791,37917
1479849281,zlog_batch_write_simple,10000,25,1024,50,10,3962,39622
1479849283,zlog_batch_write_simple,10000,25,1024,50,10,3856,38567
1479849285,zlog_batch_write_simple,10000,25,1024,50,10,3926,39262
1479849287,zlog_batch_write_simple,10000,25,1024,50,10,3890,38900
1479849289,zlog_batch_write_simple,10000,25,1024,50,10,3900,39002
1479849291,zlog_batch_write_simple,10000,25,1024,50,10,3752,37523
1479849293,zlog_batch_write_simple,10000,25,1024,50,10,3991,39912
1479849295,zlog_batch_write_simple,10000,25,1024,50,10,3834,38347
1479849297,zlog_batch_write_simple,10000,25,1024,50,10,3845,38452
1479849299,zlog_batch_write_simple,10000,25,1024,50,10,3921,39217
1479849301,zlog_batch_write_simple,10000,25,1024,50,10,3851,38517
1479849303,zlog_batch_write_simple,10000,25,1024,50,10,3937,39372
1479849305,zlog_batch_write_simple,10000,25,1024,50,10,3910,39102
1479849307,zlog_batch_write_simple,10000,25,1024,50,10,3854,38542
1479849309,zlog_batch_write_simple,10000,25,1024,50,10,3870,38702
1479849311,zlog_batch_write_simple,10000,25,1024,50,10,3927,39277
1479849313,zlog_batch_write_simple,10000,25,1024,50,10,3916,39167
1479849315,zlog_batch_write_simple,10000,25,1024,50,10,3857,38578
1479849317,zlog_batch_write_simple,10000,25,1024,50,10,3920,39202
1479849319,zlog_batch_write_simple,10000,25,1024,50,10,3851,38513
1479849321,zlog_batch_write_simple,10000,25,1024,50,10,3891,38912
1479849323,zlog_batch_write_simple,10000,25,1024,50,10,3850,38502
1479849325,zlog_batch_write_simple,10000,25,1024,50,10,3815,38157
1479849327,zlog_batch_write_simple,10000,25,1024,50,10,3874,38747
1479849329,zlog_batch_write_simple,10000,25,1024,50,10,3831,38317
1479849331,zlog_batch_write_simple,10000,25,1024,50,10,3867,38676
1479849333,zlog_batch_write_simple,10000,25,1024,50,10,3826,38267
1479849335,zlog_batch_write_simple,10000,25,1024,50,10,3834,38342
1479849337,zlog_batch_write_simple,10000,25,1024,50,10,3830,38301
1479849339,zlog_batch_write_simple,10000,25,1024,50,10,3790,37902
1479849341,zlog_batch_write_simple,10000,25,1024,50,10,3862,38622
1479849343,zlog_batch_write_simple,10000,25,1024,50,10,3759,37598
1479849345,zlog_batch_write_simple,10000,25,1024,50,10,3767,37673
1479849347,zlog_batch_write_simple,10000,25,1024,50,10,3779,37792
1479849349,zlog_batch_write_simple,10000,25,1024,50,10,3761,37617
1479849351,zlog_batch_write_simple,10000,25,1024,50,10,3745,37452
1479849353,zlog_batch_write_simple,10000,25,1024,50,10,3704,37048
1479849355,zlog_batch_write_simple,10000,25,1024,50,10,3730,37307
1479849357,zlog_batch_write_simple,10000,25,1024,50,10,3726,37268
1479849359,zlog_batch_write_simple,10000,25,1024,50,10,3698,36987
1479849361,zlog_batch_write_simple,10000,25,1024,50,10,3738,37382
1479849363,zlog_batch_write_simple,10000,25,1024,50,10,3765,37658
1479849365,zlog_batch_write_simple,10000,25,1024,50,10,3755,37552
1479849367,zlog_batch_write_simple,10000,25,1024,50,10,3774,37742
1479849369,zlog_batch_write_simple,10000,25,1024,50,10,3747,37472
1479849371,zlog_batch_write_simple,10000,25,1024,50,10,3741,37412
1479849373,zlog_batch_write_simple,10000,25,1024,50,10,3739,37397
1479849375,zlog_batch_write_simple,10000,25,1024,50,10,3749,37497
1479849377,zlog_batch_write_simple,10000,25,1024,50,10,3734,37342
1479849379,zlog_batch_write_simple,10000,25,1024,50,10,3733,37333
1479849381,zlog_batch_write_simple,10000,25,1024,50,10,3676,36762
1479849383,zlog_batch_write_simple,10000,25,1024,50,10,3717,37177
1479849385,zlog_batch_write_simple,10000,25,1024,50,10,3670,36708
1479849387,zlog_batch_write_simple,10000,25,1024,50,10,3714,37147
1479849389,zlog_batch_write_simple,10000,25,1024,50,10,3776,37767
1479849391,zlog_batch_write_simple,10000,25,1024,50,10,3732,37325
1479849393,zlog_batch_write_simple,10000,25,1024,50,10,3720,37207
1479849395,zlog_batch_write_simple,10000,25,1024,50,10,3730,37307
1479849397,zlog_batch_write_simple,10000,25,1024,50,10,3692,36922
1479849399,zlog_batch_write_simple,10000,25,1024,50,10,3665,36657
1479849401,zlog_batch_write_simple,10000,25,1024,50,10,3618,36182
1479849403,zlog_batch_write_simple,10000,25,1024,50,10,3706,37062
1479849405,zlog_batch_write_simple,10000,25,1024,50,10,3768,37687
1479849407,zlog_batch_write_simple,10000,25,1024,50,10,3735,37357
1479849409,zlog_batch_write_simple,10000,25,1024,50,10,3758,37587
1479849411,zlog_batch_write_simple,10000,25,1024,50,10,3718,37187
1479849413,zlog_batch_write_simple,10000,25,1024,50,10,3741,37413
1479849415,zlog_batch_write_simple,10000,25,1024,50,10,3792,37928
1479849417,zlog_batch_write_simple,10000,25,1024,50,10,3751,37512
1479849419,zlog_batch_write_simple,10000,25,1024,50,10,3717,37177
1479849421,zlog_batch_write_simple,10000,25,1024,50,10,3701,37017
1479849423,zlog_batch_write_simple,10000,25,1024,50,10,3609,36098
1479849425,zlog_batch_write_simple,10000,25,1024,50,10,3741,37413
1479849427,zlog_batch_write_simple,10000,25,1024,50,10,3787,37877
1479849429,zlog_batch_write_simple,10000,25,1024,50,10,3773,37733
1479849431,zlog_batch_write_simple,10000,25,1024,50,10,3708,37087
1479849433,zlog_batch_write_simple,10000,25,1024,50,10,3730,37307
1479849435,zlog_batch_write_simple,10000,25,1024,50,10,3824,38247
1479849437,zlog_batch_write_simple,10000,25,1024,50,10,3735,37352
1479849439,zlog_batch_write_simple,10000,25,1024,50,10,3716,37168
1479849441,zlog_batch_write_simple,10000,25,1024,50,10,3770,37702
1479849443,zlog_batch_write_simple,10000,25,1024,50,10,3746,37468
1479849445,zlog_batch_write_simple,10000,25,1024,50,10,3716,37162
1479849447,zlog_batch_write_simple,10000,25,1024,50,10,3730,37302
1479849449,zlog_batch_write_simple,10000,25,1024,50,10,3774,37747
1479849451,zlog_batch_write_simple,10000,25,1024,50,10,3718,37183
1479849453,zlog_batch_write_simple,10000,25,1024,50,10,3714,37143
1479849455,zlog_batch_write_simple,10000,25,1024,50,10,3796,37967
1479849457,zlog_batch_write_simple,10000,25,1024,50,10,3735,37353
1479849459,zlog_batch_write_simple,10000,25,1024,50,10,3689,36898
1479849461,zlog_batch_write_simple,10000,25,1024,50,10,3782,37822
1479849463,zlog_batch_write_simple,10000,25,1024,50,10,3765,37657
1479849465,zlog_batch_write_simple,10000,25,1024,50,10,3697,36972
1479849467,zlog_batch_write_simple,10000,25,1024,50,10,3713,37137
1479849469,zlog_batch_write_simple,10000,25,1024,50,10,3749,37497
1479849471,zlog_batch_write_simple,10000,25,1024,50,10,3692,36922
1479849473,zlog_batch_write_simple,10000,25,1024,50,10,3671,36712
1479849475,zlog_batch_write_simple,10000,25,1024,50,10,3621,36217
1479849477,zlog_batch_write_simple,10000,25,1024,50,10,3706,37063
1479849479,zlog_batch_write_simple,10000,25,1024,50,10,3729,37292
1479849481,zlog_batch_write_simple,10000,25,1024,50,10,3689,36896
1479849483,zlog_batch_write_simple,10000,25,1024,50,10,3612,36123
1479849485,zlog_batch_write_simple,10000,25,1024,50,10,3729,37297
1479849487,zlog_batch_write_simple,10000,25,1024,50,10,3708,37082
1479849489,zlog_batch_write_simple,10000,25,1024,50,10,3790,37902
1479849491,zlog_batch_write_simple,10000,25,1024,50,10,3700,37002
1479849493,zlog_batch_write_simple,10000,25,1024,50,10,3650,36501
1479849495,zlog_batch_write_simple,10000,25,1024,50,10,3769,37697
1479849497,zlog_batch_write_simple,10000,25,1024,50,10,3743,37432
