time,opname,outlier,qdepth,esize,nobjs,batchsize,raw_iops,eff_iops
1479850107,zlog_batch_write_batch_oident,10000,25,1024,50,10,6856,68567
1479850109,zlog_batch_write_batch_oident,10000,25,1024,50,10,10495,104954
1479850111,zlog_batch_write_batch_oident,10000,25,1024,50,10,10520,105203
1479850113,zlog_batch_write_batch_oident,10000,25,1024,50,10,10218,102188
1479850115,zlog_batch_write_batch_oident,10000,25,1024,50,10,6978,69785
1479850117,zlog_batch_write_batch_oident,10000,25,1024,50,10,10114,101143
1479850119,zlog_batch_write_batch_oident,10000,25,1024,50,10,10192,101923
1479850121,zlog_batch_write_batch_oident,10000,25,1024,50,10,10040,100403
1479850123,zlog_batch_write_batch_oident,10000,25,1024,50,10,10281,102818
1479850125,zlog_batch_write_batch_oident,10000,25,1024,50,10,10263,102638
1479850127,zlog_batch_write_batch_oident,10000,25,1024,50,10,9773,97734
1479850129,zlog_batch_write_batch_oident,10000,25,1024,50,10,9227,92279
1479850131,zlog_batch_write_batch_oident,10000,25,1024,50,10,10115,101158
1479850133,zlog_batch_write_batch_oident,10000,25,1024,50,10,9377,93778
1479850135,zlog_batch_write_batch_oident,10000,25,1024,50,10,9643,96439
1479850137,zlog_batch_write_batch_oident,10000,25,1024,50,10,10204,102048
1479850139,zlog_batch_write_batch_oident,10000,25,1024,50,10,10051,100519
1479850141,zlog_batch_write_batch_oident,10000,25,1024,50,10,10365,103653
1479850143,zlog_batch_write_batch_oident,10000,25,1024,50,10,10332,103328
1479850145,zlog_batch_write_batch_oident,10000,25,1024,50,10,10002,100028
1479850147,zlog_batch_write_batch_oident,10000,25,1024,50,10,10245,102453
1479850149,zlog_batch_write_batch_oident,10000,25,1024,50,10,10595,105957
1479850151,zlog_batch_write_batch_oident,10000,25,1024,50,10,9377,93774
1479850153,zlog_batch_write_batch_oident,10000,25,1024,50,10,10427,104273
1479850155,zlog_batch_write_batch_oident,10000,25,1024,50,10,10479,104794
1479850157,zlog_batch_write_batch_oident,10000,25,1024,50,10,10153,101534
1479850159,zlog_batch_write_batch_oident,10000,25,1024,50,10,10731,107314
1479850161,zlog_batch_write_batch_oident,10000,25,1024,50,10,10376,103763
1479850163,zlog_batch_write_batch_oident,10000,25,1024,50,10,10226,102263
1479850165,zlog_batch_write_batch_oident,10000,25,1024,50,10,10387,103878
1479850167,zlog_batch_write_batch_oident,10000,25,1024,50,10,10123,101239
1479850169,zlog_batch_write_batch_oident,10000,25,1024,50,10,9568,95689
1479850171,zlog_batch_write_batch_oident,10000,25,1024,50,10,10458,104589
1479850173,zlog_batch_write_batch_oident,10000,25,1024,50,10,10005,100059
1479850175,zlog_batch_write_batch_oident,10000,25,1024,50,10,9195,91959
1479850177,zlog_batch_write_batch_oident,10000,25,1024,50,10,10386,103868
1479850179,zlog_batch_write_batch_oident,10000,25,1024,50,10,9832,98329
1479850181,zlog_batch_write_batch_oident,10000,25,1024,50,10,10308,103089
1479850183,zlog_batch_write_batch_oident,10000,25,1024,50,10,10243,102434
1479850185,zlog_batch_write_batch_oident,10000,25,1024,50,10,10362,103624
1479850187,zlog_batch_write_batch_oident,10000,25,1024,50,10,10224,102249
1479850189,zlog_batch_write_batch_oident,10000,25,1024,50,10,10471,104713
1479850191,zlog_batch_write_batch_oident,10000,25,1024,50,10,8693,86935
1479850193,zlog_batch_write_batch_oident,10000,25,1024,50,10,10283,102834
1479850195,zlog_batch_write_batch_oident,10000,25,1024,50,10,10383,103834
1479850197,zlog_batch_write_batch_oident,10000,25,1024,50,10,10109,101099
1479850199,zlog_batch_write_batch_oident,10000,25,1024,50,10,10266,102664
1479850201,zlog_batch_write_batch_oident,10000,25,1024,50,10,10236,102369
1479850203,zlog_batch_write_batch_oident,10000,25,1024,50,10,9191,91914
1479850205,zlog_batch_write_batch_oident,10000,25,1024,50,10,10425,104259
1479850207,zlog_batch_write_batch_oident,10000,25,1024,50,10,10387,103874
1479850209,zlog_batch_write_batch_oident,10000,25,1024,50,10,10336,103364
1479850211,zlog_batch_write_batch_oident,10000,25,1024,50,10,10463,104634
1479850213,zlog_batch_write_batch_oident,10000,25,1024,50,10,10430,104308
1479850215,zlog_batch_write_batch_oident,10000,25,1024,50,10,8597,85977
1479850217,zlog_batch_write_batch_oident,10000,25,1024,50,10,10274,102748
1479850219,zlog_batch_write_batch_oident,10000,25,1024,50,10,10503,105034
1479850221,zlog_batch_write_batch_oident,10000,25,1024,50,10,10273,102734
1479850223,zlog_batch_write_batch_oident,10000,25,1024,50,10,10605,106053
1479850225,zlog_batch_write_batch_oident,10000,25,1024,50,10,10059,100598
1479850227,zlog_batch_write_batch_oident,10000,25,1024,50,10,8953,89530
1479850229,zlog_batch_write_batch_oident,10000,25,1024,50,10,10256,102569
1479850231,zlog_batch_write_batch_oident,10000,25,1024,50,10,10169,101694
1479850233,zlog_batch_write_batch_oident,10000,25,1024,50,10,10238,102384
1479850235,zlog_batch_write_batch_oident,10000,25,1024,50,10,10475,104754
1479850237,zlog_batch_write_batch_oident,10000,25,1024,50,10,8711,87110
1479850239,zlog_batch_write_batch_oident,10000,25,1024,50,10,8553,85530
1479850241,zlog_batch_write_batch_oident,10000,25,1024,50,10,10299,102994
1479850243,zlog_batch_write_batch_oident,10000,25,1024,50,10,9512,95124
1479850245,zlog_batch_write_batch_oident,10000,25,1024,50,10,10270,102703
1479850247,zlog_batch_write_batch_oident,10000,25,1024,50,10,10309,103099
1479850249,zlog_batch_write_batch_oident,10000,25,1024,50,10,8021,80215
1479850251,zlog_batch_write_batch_oident,10000,25,1024,50,10,10169,101698
1479850253,zlog_batch_write_batch_oident,10000,25,1024,50,10,10374,103742
1479850255,zlog_batch_write_batch_oident,10000,25,1024,50,10,10076,100764
1479850257,zlog_batch_write_batch_oident,10000,25,1024,50,10,10430,104304
1479850259,zlog_batch_write_batch_oident,10000,25,1024,50,10,10403,104034
1479850261,zlog_batch_write_batch_oident,10000,25,1024,50,10,10097,100972
1479850263,zlog_batch_write_batch_oident,10000,25,1024,50,10,10427,104278
1479850265,zlog_batch_write_batch_oident,10000,25,1024,50,10,10279,102796
1479850267,zlog_batch_write_batch_oident,10000,25,1024,50,10,8583,85834
1479850269,zlog_batch_write_batch_oident,10000,25,1024,50,10,10219,102199
1479850271,zlog_batch_write_batch_oident,10000,25,1024,50,10,10336,103369
1479850273,zlog_batch_write_batch_oident,10000,25,1024,50,10,9399,93994
1479850275,zlog_batch_write_batch_oident,10000,25,1024,50,10,10429,104298
1479850277,zlog_batch_write_batch_oident,10000,25,1024,50,10,10359,103596
1479850279,zlog_batch_write_batch_oident,10000,25,1024,50,10,9346,93469
1479850281,zlog_batch_write_batch_oident,10000,25,1024,50,10,10089,100899
1479850283,zlog_batch_write_batch_oident,10000,25,1024,50,10,10379,103798
1479850285,zlog_batch_write_batch_oident,10000,25,1024,50,10,8734,87344
1479850287,zlog_batch_write_batch_oident,10000,25,1024,50,10,10201,102014
1479850289,zlog_batch_write_batch_oident,10000,25,1024,50,10,10080,100807
1479850291,zlog_batch_write_batch_oident,10000,25,1024,50,10,8941,89414
1479850293,zlog_batch_write_batch_oident,10000,25,1024,50,10,10276,102768
