time,opname,outlier,qdepth,esize,nobjs,batchsize,raw_iops,eff_iops
1479846739,zlog_batch_write_simple,100,25,1024,50,10,2668,26689
1479846741,zlog_batch_write_simple,100,25,1024,50,10,3787,37877
1479846743,zlog_batch_write_simple,100,25,1024,50,10,3611,36117
1479846745,zlog_batch_write_simple,100,25,1024,50,10,3872,38722
1479846747,zlog_batch_write_simple,100,25,1024,50,10,3848,38487
1479846749,zlog_batch_write_simple,100,25,1024,50,10,3793,37937
1479846751,zlog_batch_write_simple,100,25,1024,50,10,3866,38662
1479846753,zlog_batch_write_simple,100,25,1024,50,10,3875,38753
1479846755,zlog_batch_write_simple,100,25,1024,50,10,3828,38282
1479846757,zlog_batch_write_simple,100,25,1024,50,10,3868,38687
1479846759,zlog_batch_write_simple,100,25,1024,50,10,3814,38142
1479846761,zlog_batch_write_simple,100,25,1024,50,10,3797,37976
1479846763,zlog_batch_write_simple,100,25,1024,50,10,3836,38367
1479846765,zlog_batch_write_simple,100,25,1024,50,10,3796,37968
1479846767,zlog_batch_write_simple,100,25,1024,50,10,3831,38317
1479846769,zlog_batch_write_simple,100,25,1024,50,10,3768,37682
1479846771,zlog_batch_write_simple,100,25,1024,50,10,3794,37947
1479846773,zlog_batch_write_simple,100,25,1024,50,10,3764,37642
1479846775,zlog_batch_write_simple,100,25,1024,50,10,3791,37913
1479846777,zlog_batch_write_simple,100,25,1024,50,10,3788,37882
1479846779,zlog_batch_write_simple,100,25,1024,50,10,3735,37352
1479846781,zlog_batch_write_simple,100,25,1024,50,10,3660,36602
1479846783,zlog_batch_write_simple,100,25,1024,50,10,3741,37412
1479846785,zlog_batch_write_simple,100,25,1024,50,10,3714,37142
1479846787,zlog_batch_write_simple,100,25,1024,50,10,3722,37222
1479846789,zlog_batch_write_simple,100,25,1024,50,10,3715,37156
1479846791,zlog_batch_write_simple,100,25,1024,50,10,3685,36851
1479846793,zlog_batch_write_simple,100,25,1024,50,10,3688,36887
1479846795,zlog_batch_write_simple,100,25,1024,50,10,3771,37718
1479846797,zlog_batch_write_simple,100,25,1024,50,10,3745,37459
1479846799,zlog_batch_write_simple,100,25,1024,50,10,3704,37047
1479846801,zlog_batch_write_simple,100,25,1024,50,10,3697,36972
1479846803,zlog_batch_write_simple,100,25,1024,50,10,3792,37927
1479846805,zlog_batch_write_simple,100,25,1024,50,10,3711,37112
1479846807,zlog_batch_write_simple,100,25,1024,50,10,3712,37127
1479846809,zlog_batch_write_simple,100,25,1024,50,10,3796,37962
1479846811,zlog_batch_write_simple,100,25,1024,50,10,3740,37402
1479846813,zlog_batch_write_simple,100,25,1024,50,10,3654,36547
1479846815,zlog_batch_write_simple,100,25,1024,50,10,3784,37842
1479846817,zlog_batch_write_simple,100,25,1024,50,10,3719,37192
1479846819,zlog_batch_write_simple,100,25,1024,50,10,3696,36963
1479846821,zlog_batch_write_simple,100,25,1024,50,10,3720,37202
1479846823,zlog_batch_write_simple,100,25,1024,50,10,3709,37098
1479846825,zlog_batch_write_simple,100,25,1024,50,10,3722,37223
1479846827,zlog_batch_write_simple,100,25,1024,50,10,3671,36713
1479846829,zlog_batch_write_simple,100,25,1024,50,10,3739,37398
1479846831,zlog_batch_write_simple,100,25,1024,50,10,3732,37327
1479846833,zlog_batch_write_simple,100,25,1024,50,10,3672,36722
1479846835,zlog_batch_write_simple,100,25,1024,50,10,3740,37402
1479846837,zlog_batch_write_simple,100,25,1024,50,10,3746,37462
1479846839,zlog_batch_write_simple,100,25,1024,50,10,3726,37263
1479846841,zlog_batch_write_simple,100,25,1024,50,10,3744,37448
1479846843,zlog_batch_write_simple,100,25,1024,50,10,3721,37212
1479846845,zlog_batch_write_simple,100,25,1024,50,10,3663,36638
1479846847,zlog_batch_write_simple,100,25,1024,50,10,3710,37103
1479846849,zlog_batch_write_simple,100,25,1024,50,10,3672,36723
1479846851,zlog_batch_write_simple,100,25,1024,50,10,3743,37431
1479846853,zlog_batch_write_simple,100,25,1024,50,10,3637,36372
1479846855,zlog_batch_write_simple,100,25,1024,50,10,3644,36448
1479846857,zlog_batch_write_simple,100,25,1024,50,10,3730,37307
1479846859,zlog_batch_write_simple,100,25,1024,50,10,3728,37282
1479846861,zlog_batch_write_simple,100,25,1024,50,10,3654,36543
1479846863,zlog_batch_write_simple,100,25,1024,50,10,3705,37057
1479846865,zlog_batch_write_simple,100,25,1024,50,10,3730,37302
1479846867,zlog_batch_write_simple,100,25,1024,50,10,3747,37477
1479846869,zlog_batch_write_simple,100,25,1024,50,10,3709,37097
1479846871,zlog_batch_write_simple,100,25,1024,50,10,3671,36719
1479846873,zlog_batch_write_simple,100,25,1024,50,10,3736,37368
1479846875,zlog_batch_write_simple,100,25,1024,50,10,3634,36342
1479846877,zlog_batch_write_simple,100,25,1024,50,10,3695,36953
1479846879,zlog_batch_write_simple,100,25,1024,50,10,3632,36328
1479846881,zlog_batch_write_simple,100,25,1024,50,10,3731,37313
1479846883,zlog_batch_write_simple,100,25,1024,50,10,3744,37445
1479846885,zlog_batch_write_simple,100,25,1024,50,10,3703,37037
