time,opname,outlier,qdepth,esize,nobjs,batchsize,raw_iops,eff_iops
1479845475,zlog_batch_write_simple,10,25,1024,50,10,2518,25184
1479845477,zlog_batch_write_simple,10,25,1024,50,10,3349,33497
1479845479,zlog_batch_write_simple,10,25,1024,50,10,3652,36528
1479845481,zlog_batch_write_simple,10,25,1024,50,10,3978,39787
1479845483,zlog_batch_write_simple,10,25,1024,50,10,3949,39492
1479845485,zlog_batch_write_simple,10,25,1024,50,10,3901,39012
1479845487,zlog_batch_write_simple,10,25,1024,50,10,4019,40192
1479845489,zlog_batch_write_simple,10,25,1024,50,10,3945,39452
1479845491,zlog_batch_write_simple,10,25,1024,50,10,3989,39892
1479845493,zlog_batch_write_simple,10,25,1024,50,10,3996,39967
1479845495,zlog_batch_write_simple,10,25,1024,50,10,3944,39442
1479845497,zlog_batch_write_simple,10,25,1024,50,10,4013,40137
1479845499,zlog_batch_write_simple,10,25,1024,50,10,3939,39392
1479845501,zlog_batch_write_simple,10,25,1024,50,10,3909,39092
1479845503,zlog_batch_write_simple,10,25,1024,50,10,3991,39917
1479845505,zlog_batch_write_simple,10,25,1024,50,10,3918,39187
1479845507,zlog_batch_write_simple,10,25,1024,50,10,3955,39552
1479845509,zlog_batch_write_simple,10,25,1024,50,10,3983,39832
1479845511,zlog_batch_write_simple,10,25,1024,50,10,3926,39262
1479845513,zlog_batch_write_simple,10,25,1024,50,10,3955,39557
1479845515,zlog_batch_write_simple,10,25,1024,50,10,3951,39517
1479845517,zlog_batch_write_simple,10,25,1024,50,10,3885,38852
1479845519,zlog_batch_write_simple,10,25,1024,50,10,3914,39142
1479845521,zlog_batch_write_simple,10,25,1024,50,10,3883,38832
1479845523,zlog_batch_write_simple,10,25,1024,50,10,3912,39122
1479845525,zlog_batch_write_simple,10,25,1024,50,10,3850,38502
1479845527,zlog_batch_write_simple,10,25,1024,50,10,3897,38972
1479845529,zlog_batch_write_simple,10,25,1024,50,10,3870,38700
1479845531,zlog_batch_write_simple,10,25,1024,50,10,3856,38567
1479845533,zlog_batch_write_simple,10,25,1024,50,10,3871,38712
1479845535,zlog_batch_write_simple,10,25,1024,50,10,3846,38467
1479845537,zlog_batch_write_simple,10,25,1024,50,10,3850,38502
1479845539,zlog_batch_write_simple,10,25,1024,50,10,3820,38202
1479845541,zlog_batch_write_simple,10,25,1024,50,10,3828,38282
1479845543,zlog_batch_write_simple,10,25,1024,50,10,3818,38187
1479845545,zlog_batch_write_simple,10,25,1024,50,10,3805,38057
