time,opname,qdepth,esize,nobjs,batchsize,raw_iops,eff_iops
1479362860,zlog_batch_write_simple,40,1024,80,10,2567,25674
1479362862,zlog_batch_write_simple,40,1024,80,10,3696,36962
1479362864,zlog_batch_write_simple,40,1024,80,10,3701,37012
1479362866,zlog_batch_write_simple,40,1024,80,10,4030,40302
1479362868,zlog_batch_write_simple,40,1024,80,10,3944,39447
1479362870,zlog_batch_write_simple,40,1024,80,10,3971,39711
1479362872,zlog_batch_write_simple,40,1024,80,10,4089,40897
1479362874,zlog_batch_write_simple,40,1024,80,10,3940,39407
1479362876,zlog_batch_write_simple,40,1024,80,10,4009,40092
1479362878,zlog_batch_write_simple,40,1024,80,10,4049,40492
1479362880,zlog_batch_write_simple,40,1024,80,10,3973,39732
1479362882,zlog_batch_write_simple,40,1024,80,10,3998,39982
1479362884,zlog_batch_write_simple,40,1024,80,10,3971,39712
1479362886,zlog_batch_write_simple,40,1024,80,10,3995,39957
1479362888,zlog_batch_write_simple,40,1024,80,10,4019,40197
1479362890,zlog_batch_write_simple,40,1024,80,10,3999,39992
1479362892,zlog_batch_write_simple,40,1024,80,10,4011,40117
1479362894,zlog_batch_write_simple,40,1024,80,10,3962,39622
1479362896,zlog_batch_write_simple,40,1024,80,10,3982,39827
1479362898,zlog_batch_write_simple,40,1024,80,10,4037,40379
1479362900,zlog_batch_write_simple,40,1024,80,10,3951,39517
1479362902,zlog_batch_write_simple,40,1024,80,10,3928,39288
1479362904,zlog_batch_write_simple,40,1024,80,10,3934,39347
1479362906,zlog_batch_write_simple,40,1024,80,10,3905,39052
1479362908,zlog_batch_write_simple,40,1024,80,10,3881,38818
1479362910,zlog_batch_write_simple,40,1024,80,10,3929,39297
1479362912,zlog_batch_write_simple,40,1024,80,10,3912,39127
1479362914,zlog_batch_write_simple,40,1024,80,10,3879,38797
1479362916,zlog_batch_write_simple,40,1024,80,10,3879,38797
1479362918,zlog_batch_write_simple,40,1024,80,10,3846,38462
1479362920,zlog_batch_write_simple,40,1024,80,10,3887,38870
1479362922,zlog_batch_write_simple,40,1024,80,10,3792,37928
1479362924,zlog_batch_write_simple,40,1024,80,10,3802,38028
1479362926,zlog_batch_write_simple,40,1024,80,10,3849,38492
1479362928,zlog_batch_write_simple,40,1024,80,10,3818,38187
1479362930,zlog_batch_write_simple,40,1024,80,10,3806,38062
1479362932,zlog_batch_write_simple,40,1024,80,10,3857,38572
1479362934,zlog_batch_write_simple,40,1024,80,10,3801,38013
1479362936,zlog_batch_write_simple,40,1024,80,10,3816,38162
1479362938,zlog_batch_write_simple,40,1024,80,10,3774,37747
1479362940,zlog_batch_write_simple,40,1024,80,10,3804,38047
1479362942,zlog_batch_write_simple,40,1024,80,10,3768,37687
1479362944,zlog_batch_write_simple,40,1024,80,10,3844,38442
1479362946,zlog_batch_write_simple,40,1024,80,10,3798,37982
1479362948,zlog_batch_write_simple,40,1024,80,10,3764,37648
1479362950,zlog_batch_write_simple,40,1024,80,10,3763,37632
1479362952,zlog_batch_write_simple,40,1024,80,10,3817,38177
1479362954,zlog_batch_write_simple,40,1024,80,10,3774,37742
1479362956,zlog_batch_write_simple,40,1024,80,10,3800,38002
1479362958,zlog_batch_write_simple,40,1024,80,10,3882,38827
1479362960,zlog_batch_write_simple,40,1024,80,10,3800,38007
1479362962,zlog_batch_write_simple,40,1024,80,10,3784,37848
1479362964,zlog_batch_write_simple,40,1024,80,10,3748,37488
1479362966,zlog_batch_write_simple,40,1024,80,10,3787,37878
1479362968,zlog_batch_write_simple,40,1024,80,10,3825,38258
1479362970,zlog_batch_write_simple,40,1024,80,10,3780,37803
1479362972,zlog_batch_write_simple,40,1024,80,10,3802,38028
1479362974,zlog_batch_write_simple,40,1024,80,10,3857,38578
1479362976,zlog_batch_write_simple,40,1024,80,10,3853,38538
1479362978,zlog_batch_write_simple,40,1024,80,10,3779,37793
1479362980,zlog_batch_write_simple,40,1024,80,10,3828,38282
1479362982,zlog_batch_write_simple,40,1024,80,10,3861,38612
1479362984,zlog_batch_write_simple,40,1024,80,10,3817,38177
1479362986,zlog_batch_write_simple,40,1024,80,10,3807,38077
1479362988,zlog_batch_write_simple,40,1024,80,10,3803,38032
1479362990,zlog_batch_write_simple,40,1024,80,10,3764,37647
1479362992,zlog_batch_write_simple,40,1024,80,10,3811,38112
1479362994,zlog_batch_write_simple,40,1024,80,10,3841,38418
1479362996,zlog_batch_write_simple,40,1024,80,10,3797,37977
1479362998,zlog_batch_write_simple,40,1024,80,10,3801,38017
1479363000,zlog_batch_write_simple,40,1024,80,10,3812,38127
1479363002,zlog_batch_write_simple,40,1024,80,10,3776,37763
1479363004,zlog_batch_write_simple,40,1024,80,10,3776,37763
1479363006,zlog_batch_write_simple,40,1024,80,10,3772,37725
1479363008,zlog_batch_write_simple,40,1024,80,10,3750,37507
1479363010,zlog_batch_write_simple,40,1024,80,10,3771,37712
1479363012,zlog_batch_write_simple,40,1024,80,10,3801,38017
1479363014,zlog_batch_write_simple,40,1024,80,10,3822,38222
1479363016,zlog_batch_write_simple,40,1024,80,10,3790,37903
1479363018,zlog_batch_write_simple,40,1024,80,10,3852,38522
1479363020,zlog_batch_write_simple,40,1024,80,10,3766,37662
1479363022,zlog_batch_write_simple,40,1024,80,10,3839,38393
1479363024,zlog_batch_write_simple,40,1024,80,10,3849,38498
1479363026,zlog_batch_write_simple,40,1024,80,10,3838,38381
1479363028,zlog_batch_write_simple,40,1024,80,10,3777,37772
1479363030,zlog_batch_write_simple,40,1024,80,10,3779,37797
