time,opname,qdepth,esize,nobjs,batchsize,raw_iops,eff_iops
1479363161,zlog_batch_write_batch,40,1024,80,10,0,0
1479363163,zlog_batch_write_batch,40,1024,80,10,0,0
1479363165,zlog_batch_write_batch,40,1024,80,10,0,0
1479363167,zlog_batch_write_batch,40,1024,80,10,0,0
1479363169,zlog_batch_write_batch,40,1024,80,10,0,0
1479363171,zlog_batch_write_batch,40,1024,80,10,0,0
1479363173,zlog_batch_write_batch,40,1024,80,10,0,0
1479363175,zlog_batch_write_batch,40,1024,80,10,0,0
1479363177,zlog_batch_write_batch,40,1024,80,10,0,0
1479363179,zlog_batch_write_batch,40,1024,80,10,0,0
1479363181,zlog_batch_write_batch,40,1024,80,10,0,0
1479363183,zlog_batch_write_batch,40,1024,80,10,0,0
1479363185,zlog_batch_write_batch,40,1024,80,10,7520,75201
1479363187,zlog_batch_write_batch,40,1024,80,10,5940,59406
1479363189,zlog_batch_write_batch,40,1024,80,10,11209,112099
1479363191,zlog_batch_write_batch,40,1024,80,10,11356,113562
1479363193,zlog_batch_write_batch,40,1024,80,10,11308,113083
1479363195,zlog_batch_write_batch,40,1024,80,10,8961,89610
1479363197,zlog_batch_write_batch,40,1024,80,10,11135,111353
1479363199,zlog_batch_write_batch,40,1024,80,10,11161,111613
1479363201,zlog_batch_write_batch,40,1024,80,10,11270,112703
1479363203,zlog_batch_write_batch,40,1024,80,10,11228,112283
1479363205,zlog_batch_write_batch,40,1024,80,10,11295,112959
1479363207,zlog_batch_write_batch,40,1024,80,10,10954,109544
1479363209,zlog_batch_write_batch,40,1024,80,10,11209,112093
1479363211,zlog_batch_write_batch,40,1024,80,10,11228,112283
1479363213,zlog_batch_write_batch,40,1024,80,10,10522,105223
1479363215,zlog_batch_write_batch,40,1024,80,10,11185,111854
1479363217,zlog_batch_write_batch,40,1024,80,10,11568,115684
1479363219,zlog_batch_write_batch,40,1024,80,10,9129,91290
1479363221,zlog_batch_write_batch,40,1024,80,10,11372,113724
1479363223,zlog_batch_write_batch,40,1024,80,10,11403,114033
1479363225,zlog_batch_write_batch,40,1024,80,10,8795,87959
1479363227,zlog_batch_write_batch,40,1024,80,10,11483,114833
1479363229,zlog_batch_write_batch,40,1024,80,10,11503,115033
1479363231,zlog_batch_write_batch,40,1024,80,10,9345,93455
1479363233,zlog_batch_write_batch,40,1024,80,10,11295,112959
1479363235,zlog_batch_write_batch,40,1024,80,10,11404,114043
1479363237,zlog_batch_write_batch,40,1024,80,10,9285,92850
1479363239,zlog_batch_write_batch,40,1024,80,10,11416,114164
1479363241,zlog_batch_write_batch,40,1024,80,10,11287,112873
1479363243,zlog_batch_write_batch,40,1024,80,10,10577,105773
1479363245,zlog_batch_write_batch,40,1024,80,10,11343,113439
1479363247,zlog_batch_write_batch,40,1024,80,10,11178,111783
1479363249,zlog_batch_write_batch,40,1024,80,10,8987,89874
1479363251,zlog_batch_write_batch,40,1024,80,10,11286,112868
1479363253,zlog_batch_write_batch,40,1024,80,10,11325,113258
1479363255,zlog_batch_write_batch,40,1024,80,10,10769,107698
1479363257,zlog_batch_write_batch,40,1024,80,10,11328,113289
1479363259,zlog_batch_write_batch,40,1024,80,10,11254,112549
1479363261,zlog_batch_write_batch,40,1024,80,10,8545,85450
1479363263,zlog_batch_write_batch,40,1024,80,10,11140,111404
1479363265,zlog_batch_write_batch,40,1024,80,10,11273,112739
1479363267,zlog_batch_write_batch,40,1024,80,10,11269,112693
1479363269,zlog_batch_write_batch,40,1024,80,10,11388,113883
1479363271,zlog_batch_write_batch,40,1024,80,10,11369,113694
1479363273,zlog_batch_write_batch,40,1024,80,10,10376,103769
1479363275,zlog_batch_write_batch,40,1024,80,10,11170,111703
1479363277,zlog_batch_write_batch,40,1024,80,10,10113,101139
1479363279,zlog_batch_write_batch,40,1024,80,10,10858,108589
1479363281,zlog_batch_write_batch,40,1024,80,10,11349,113497
1479363283,zlog_batch_write_batch,40,1024,80,10,10795,107954
1479363285,zlog_batch_write_batch,40,1024,80,10,9960,99602
1479363287,zlog_batch_write_batch,40,1024,80,10,11181,111819
1479363289,zlog_batch_write_batch,40,1024,80,10,9470,94703
1479363291,zlog_batch_write_batch,40,1024,80,10,11307,113074
1479363293,zlog_batch_write_batch,40,1024,80,10,11361,113614
1479363295,zlog_batch_write_batch,40,1024,80,10,11110,111103
