time,opname,qdepth,esize,nobjs,batchsize,raw_iops,eff_iops
1479351244,zlog_batch_write_batch,10,1024,80,10,0,0
1479351246,zlog_batch_write_batch,10,1024,80,10,0,0
1479351248,zlog_batch_write_batch,10,1024,80,10,0,0
1479351250,zlog_batch_write_batch,10,1024,80,10,0,0
1479351252,zlog_batch_write_batch,10,1024,80,10,0,0
1479351254,zlog_batch_write_batch,10,1024,80,10,0,0
1479351256,zlog_batch_write_batch,10,1024,80,10,0,0
1479351258,zlog_batch_write_batch,10,1024,80,10,0,0
1479351260,zlog_batch_write_batch,10,1024,80,10,0,0
1479351262,zlog_batch_write_batch,10,1024,80,10,0,0
1479351264,zlog_batch_write_batch,10,1024,80,10,0,0
1479351266,zlog_batch_write_batch,10,1024,80,10,0,0
1479351268,zlog_batch_write_batch,10,1024,80,10,6258,62581
1479351270,zlog_batch_write_batch,10,1024,80,10,5766,57661
1479351272,zlog_batch_write_batch,10,1024,80,10,9480,94804
1479351274,zlog_batch_write_batch,10,1024,80,10,9348,93480
1479351276,zlog_batch_write_batch,10,1024,80,10,9361,93614
1479351278,zlog_batch_write_batch,10,1024,80,10,9356,93565
1479351280,zlog_batch_write_batch,10,1024,80,10,9330,93309
1479351282,zlog_batch_write_batch,10,1024,80,10,9579,95794
1479351284,zlog_batch_write_batch,10,1024,80,10,8380,83805
1479351286,zlog_batch_write_batch,10,1024,80,10,9552,95528
1479351288,zlog_batch_write_batch,10,1024,80,10,9443,94439
1479351290,zlog_batch_write_batch,10,1024,80,10,9275,92750
1479351292,zlog_batch_write_batch,10,1024,80,10,9718,97189
1479351294,zlog_batch_write_batch,10,1024,80,10,9511,95110
1479351296,zlog_batch_write_batch,10,1024,80,10,9429,94299
1479351298,zlog_batch_write_batch,10,1024,80,10,9761,97610
1479351300,zlog_batch_write_batch,10,1024,80,10,9441,94410
1479351302,zlog_batch_write_batch,10,1024,80,10,8635,86354
1479351304,zlog_batch_write_batch,10,1024,80,10,9627,96274
1479351306,zlog_batch_write_batch,10,1024,80,10,9642,96429
1479351308,zlog_batch_write_batch,10,1024,80,10,9460,94604
1479351310,zlog_batch_write_batch,10,1024,80,10,9860,98604
1479351312,zlog_batch_write_batch,10,1024,80,10,9362,93624
1479351314,zlog_batch_write_batch,10,1024,80,10,8438,84385
1479351316,zlog_batch_write_batch,10,1024,80,10,9811,98114
1479351318,zlog_batch_write_batch,10,1024,80,10,9804,98049
1479351320,zlog_batch_write_batch,10,1024,80,10,9369,93694
1479351322,zlog_batch_write_batch,10,1024,80,10,9727,97274
1479351324,zlog_batch_write_batch,10,1024,80,10,9322,93224
1479351326,zlog_batch_write_batch,10,1024,80,10,8741,87419
1479351328,zlog_batch_write_batch,10,1024,80,10,9511,95119
1479351330,zlog_batch_write_batch,10,1024,80,10,9478,94784
1479351332,zlog_batch_write_batch,10,1024,80,10,9501,95014
1479351334,zlog_batch_write_batch,10,1024,80,10,9671,96719
1479351336,zlog_batch_write_batch,10,1024,80,10,9487,94874
1479351338,zlog_batch_write_batch,10,1024,80,10,9542,95424
1479351340,zlog_batch_write_batch,10,1024,80,10,9572,95729
1479351342,zlog_batch_write_batch,10,1024,80,10,9321,93210
1479351344,zlog_batch_write_batch,10,1024,80,10,9695,96959
1479351346,zlog_batch_write_batch,10,1024,80,10,9658,96580
1479351348,zlog_batch_write_batch,10,1024,80,10,9273,92739
1479351350,zlog_batch_write_batch,10,1024,80,10,9737,97374
1479351352,zlog_batch_write_batch,10,1024,80,10,9710,97103
1479351354,zlog_batch_write_batch,10,1024,80,10,9313,93134
1479351356,zlog_batch_write_batch,10,1024,80,10,9532,95324
1479351358,zlog_batch_write_batch,10,1024,80,10,9252,92520
1479351360,zlog_batch_write_batch,10,1024,80,10,9159,91590
1479351362,zlog_batch_write_batch,10,1024,80,10,9616,96169
1479351364,zlog_batch_write_batch,10,1024,80,10,9563,95634
1479351366,zlog_batch_write_batch,10,1024,80,10,8836,88360
1479351368,zlog_batch_write_batch,10,1024,80,10,9688,96884
1479351370,zlog_batch_write_batch,10,1024,80,10,9618,96189
1479351372,zlog_batch_write_batch,10,1024,80,10,9503,95034
1479351374,zlog_batch_write_batch,10,1024,80,10,9427,94274
1479351376,zlog_batch_write_batch,10,1024,80,10,9537,95374
1479351378,zlog_batch_write_batch,10,1024,80,10,9371,93714
1479351380,zlog_batch_write_batch,10,1024,80,10,9386,93864
1479351382,zlog_batch_write_batch,10,1024,80,10,9300,93000
1479351384,zlog_batch_write_batch,10,1024,80,10,9286,92869
1479351386,zlog_batch_write_batch,10,1024,80,10,9724,97249
1479351388,zlog_batch_write_batch,10,1024,80,10,9422,94225
1479351390,zlog_batch_write_batch,10,1024,80,10,9468,94689
1479351392,zlog_batch_write_batch,10,1024,80,10,9436,94364
1479351394,zlog_batch_write_batch,10,1024,80,10,9095,90959
1479351396,zlog_batch_write_batch,10,1024,80,10,9632,96323
1479351398,zlog_batch_write_batch,10,1024,80,10,9757,97574
1479351400,zlog_batch_write_batch,10,1024,80,10,9465,94659
1479351402,zlog_batch_write_batch,10,1024,80,10,9575,95750
1479351404,zlog_batch_write_batch,10,1024,80,10,9546,95469
1479351406,zlog_batch_write_batch,10,1024,80,10,8487,84875
1479351408,zlog_batch_write_batch,10,1024,80,10,9565,95654
1479351410,zlog_batch_write_batch,10,1024,80,10,9484,94849
1479351412,zlog_batch_write_batch,10,1024,80,10,9423,94234
1479351414,zlog_batch_write_batch,10,1024,80,10,9382,93825
1479351416,zlog_batch_write_batch,10,1024,80,10,9578,95785
1479351418,zlog_batch_write_batch,10,1024,80,10,9070,90700
1479351420,zlog_batch_write_batch,10,1024,80,10,9509,95095
1479351422,zlog_batch_write_batch,10,1024,80,10,9372,93728
1479351424,zlog_batch_write_batch,10,1024,80,10,9594,95949
1479351426,zlog_batch_write_batch,10,1024,80,10,9455,94554
1479351428,zlog_batch_write_batch,10,1024,80,10,9276,92764
1479351430,zlog_batch_write_batch,10,1024,80,10,9384,93845
1479351432,zlog_batch_write_batch,10,1024,80,10,9675,96755
1479351434,zlog_batch_write_batch,10,1024,80,10,9516,95160
1479351436,zlog_batch_write_batch,10,1024,80,10,9644,96449
1479351438,zlog_batch_write_batch,10,1024,80,10,9679,96799
1479351440,zlog_batch_write_batch,10,1024,80,10,9365,93659
1479351442,zlog_batch_write_batch,10,1024,80,10,9503,95034
1479351444,zlog_batch_write_batch,10,1024,80,10,9470,94706
1479351446,zlog_batch_write_batch,10,1024,80,10,7912,79121
1479351448,zlog_batch_write_batch,10,1024,80,10,9536,95369
1479351450,zlog_batch_write_batch,10,1024,80,10,9565,95650
1479351452,zlog_batch_write_batch,10,1024,80,10,9122,91220
1479351454,zlog_batch_write_batch,10,1024,80,10,9594,95945
1479351456,zlog_batch_write_batch,10,1024,80,10,9681,96814
1479351458,zlog_batch_write_batch,10,1024,80,10,9279,92799
1479351460,zlog_batch_write_batch,10,1024,80,10,9405,94054
1479351462,zlog_batch_write_batch,10,1024,80,10,9279,92794
1479351464,zlog_batch_write_batch,10,1024,80,10,9105,91055
1479351466,zlog_batch_write_batch,10,1024,80,10,9450,94505
1479351468,zlog_batch_write_batch,10,1024,80,10,9352,93524
1479351470,zlog_batch_write_batch,10,1024,80,10,9304,93049
1479351472,zlog_batch_write_batch,10,1024,80,10,9504,95045
1479351474,zlog_batch_write_batch,10,1024,80,10,8597,85970
1479351476,zlog_batch_write_batch,10,1024,80,10,9490,94909
1479351478,zlog_batch_write_batch,10,1024,80,10,9401,94015
1479351480,zlog_batch_write_batch,10,1024,80,10,8792,87920
1479351482,zlog_batch_write_batch,10,1024,80,10,9316,93160
1479351484,zlog_batch_write_batch,10,1024,80,10,9530,95304
1479351486,zlog_batch_write_batch,10,1024,80,10,9203,92039
1479351488,zlog_batch_write_batch,10,1024,80,10,9268,92685
1479351490,zlog_batch_write_batch,10,1024,80,10,9595,95955
1479351492,zlog_batch_write_batch,10,1024,80,10,8802,88025
1479351494,zlog_batch_write_batch,10,1024,80,10,9597,95974
1479351496,zlog_batch_write_batch,10,1024,80,10,9532,95324
1479351498,zlog_batch_write_batch,10,1024,80,10,8621,86210
1479351500,zlog_batch_write_batch,10,1024,80,10,8641,86418
1479351502,zlog_batch_write_batch,10,1024,80,10,9588,95889
1479351504,zlog_batch_write_batch,10,1024,80,10,8866,88660
1479351506,zlog_batch_write_batch,10,1024,80,10,9568,95689
1479351508,zlog_batch_write_batch,10,1024,80,10,9532,95325
1479351510,zlog_batch_write_batch,10,1024,80,10,9453,94534
1479351512,zlog_batch_write_batch,10,1024,80,10,9484,94842
1479351514,zlog_batch_write_batch,10,1024,80,10,9251,92515
1479351516,zlog_batch_write_batch,10,1024,80,10,8181,81815
1479351518,zlog_batch_write_batch,10,1024,80,10,9610,96105
1479351520,zlog_batch_write_batch,10,1024,80,10,9214,92144
1479351522,zlog_batch_write_batch,10,1024,80,10,9058,90580
1479351524,zlog_batch_write_batch,10,1024,80,10,9430,94304
1479351526,zlog_batch_write_batch,10,1024,80,10,9332,93329
1479351528,zlog_batch_write_batch,10,1024,80,10,9378,93786
1479351530,zlog_batch_write_batch,10,1024,80,10,9514,95149
1479351532,zlog_batch_write_batch,10,1024,80,10,9232,92320
1479351534,zlog_batch_write_batch,10,1024,80,10,9391,93910
1479351536,zlog_batch_write_batch,10,1024,80,10,9458,94589
1479351538,zlog_batch_write_batch,10,1024,80,10,9338,93389
1479351540,zlog_batch_write_batch,10,1024,80,10,9557,95579
