time,opname,qdepth,esize,nobjs,batchsize,raw_iops,eff_iops
1479356540,zlog_batch_write_batch,20,1024,80,5,0,0
1479356542,zlog_batch_write_batch,20,1024,80,5,0,0
1479356544,zlog_batch_write_batch,20,1024,80,5,0,0
1479356546,zlog_batch_write_batch,20,1024,80,5,0,0
1479356548,zlog_batch_write_batch,20,1024,80,5,0,0
1479356550,zlog_batch_write_batch,20,1024,80,5,0,0
1479356552,zlog_batch_write_batch,20,1024,80,5,0,0
1479356554,zlog_batch_write_batch,20,1024,80,5,0,0
1479356556,zlog_batch_write_batch,20,1024,80,5,0,0
1479356558,zlog_batch_write_batch,20,1024,80,5,0,0
1479356560,zlog_batch_write_batch,20,1024,80,5,0,0
1479356562,zlog_batch_write_batch,20,1024,80,5,2858,14291
1479356564,zlog_batch_write_batch,20,1024,80,5,4414,22073
1479356566,zlog_batch_write_batch,20,1024,80,5,12577,62888
1479356568,zlog_batch_write_batch,20,1024,80,5,12226,61133
1479356570,zlog_batch_write_batch,20,1024,80,5,12566,62831
1479356572,zlog_batch_write_batch,20,1024,80,5,12413,62066
1479356574,zlog_batch_write_batch,20,1024,80,5,12746,63731
1479356576,zlog_batch_write_batch,20,1024,80,5,12052,60260
1479356578,zlog_batch_write_batch,20,1024,80,5,12582,62910
1479356580,zlog_batch_write_batch,20,1024,80,5,12562,62813
1479356582,zlog_batch_write_batch,20,1024,80,5,12647,63239
1479356584,zlog_batch_write_batch,20,1024,80,5,12661,63308
1479356586,zlog_batch_write_batch,20,1024,80,5,12678,63391
1479356588,zlog_batch_write_batch,20,1024,80,5,12342,61713
1479356590,zlog_batch_write_batch,20,1024,80,5,12629,63148
1479356592,zlog_batch_write_batch,20,1024,80,5,12526,62633
1479356594,zlog_batch_write_batch,20,1024,80,5,12603,63015
1479356596,zlog_batch_write_batch,20,1024,80,5,12690,63450
1479356598,zlog_batch_write_batch,20,1024,80,5,12557,62785
1479356600,zlog_batch_write_batch,20,1024,80,5,12777,63886
1479356602,zlog_batch_write_batch,20,1024,80,5,12756,63780
1479356604,zlog_batch_write_batch,20,1024,80,5,12600,63003
1479356606,zlog_batch_write_batch,20,1024,80,5,12819,64098
1479356608,zlog_batch_write_batch,20,1024,80,5,12633,63166
1479356610,zlog_batch_write_batch,20,1024,80,5,12637,63186
1479356612,zlog_batch_write_batch,20,1024,80,5,12668,63341
1479356614,zlog_batch_write_batch,20,1024,80,5,12610,63053
1479356616,zlog_batch_write_batch,20,1024,80,5,12690,63451
1479356618,zlog_batch_write_batch,20,1024,80,5,12810,64054
1479356620,zlog_batch_write_batch,20,1024,80,5,12422,62111
1479356622,zlog_batch_write_batch,20,1024,80,5,12721,63608
1479356624,zlog_batch_write_batch,20,1024,80,5,12723,63618
1479356626,zlog_batch_write_batch,20,1024,80,5,12312,61563
1479356628,zlog_batch_write_batch,20,1024,80,5,12615,63078
1479356630,zlog_batch_write_batch,20,1024,80,5,12777,63886
1479356632,zlog_batch_write_batch,20,1024,80,5,12613,63066
1479356634,zlog_batch_write_batch,20,1024,80,5,12636,63181
1479356636,zlog_batch_write_batch,20,1024,80,5,12665,63328
1479356638,zlog_batch_write_batch,20,1024,80,5,12704,63523
1479356640,zlog_batch_write_batch,20,1024,80,5,12650,63253
1479356642,zlog_batch_write_batch,20,1024,80,5,12387,61936
1479356644,zlog_batch_write_batch,20,1024,80,5,12529,62646
1479356646,zlog_batch_write_batch,20,1024,80,5,12596,62981
1479356648,zlog_batch_write_batch,20,1024,80,5,12424,62121
1479356650,zlog_batch_write_batch,20,1024,80,5,12679,63396
1479356652,zlog_batch_write_batch,20,1024,80,5,12559,62796
1479356654,zlog_batch_write_batch,20,1024,80,5,12537,62688
1479356656,zlog_batch_write_batch,20,1024,80,5,12758,63793
1479356658,zlog_batch_write_batch,20,1024,80,5,12679,63396
1479356660,zlog_batch_write_batch,20,1024,80,5,12601,63009
1479356662,zlog_batch_write_batch,20,1024,80,5,12702,63511
1479356664,zlog_batch_write_batch,20,1024,80,5,12446,62231
1479356666,zlog_batch_write_batch,20,1024,80,5,12677,63386
1479356668,zlog_batch_write_batch,20,1024,80,5,12604,63021
1479356670,zlog_batch_write_batch,20,1024,80,5,12588,62941
1479356672,zlog_batch_write_batch,20,1024,80,5,12325,61626
1479356674,zlog_batch_write_batch,20,1024,80,5,12671,63359
1479356676,zlog_batch_write_batch,20,1024,80,5,12753,63768
1479356678,zlog_batch_write_batch,20,1024,80,5,12666,63333
1479356680,zlog_batch_write_batch,20,1024,80,5,12698,63494
1479356682,zlog_batch_write_batch,20,1024,80,5,12572,62861
1479356684,zlog_batch_write_batch,20,1024,80,5,12603,63019
1479356686,zlog_batch_write_batch,20,1024,80,5,12556,62781
1479356688,zlog_batch_write_batch,20,1024,80,5,12607,63036
1479356690,zlog_batch_write_batch,20,1024,80,5,12577,62889
1479356692,zlog_batch_write_batch,20,1024,80,5,12500,62501
1479356694,zlog_batch_write_batch,20,1024,80,5,12567,62836
1479356696,zlog_batch_write_batch,20,1024,80,5,12491,62459
1479356698,zlog_batch_write_batch,20,1024,80,5,12717,63586
1479356700,zlog_batch_write_batch,20,1024,80,5,12703,63519
1479356702,zlog_batch_write_batch,20,1024,80,5,12776,63883
1479356704,zlog_batch_write_batch,20,1024,80,5,12547,62736
1479356706,zlog_batch_write_batch,20,1024,80,5,12500,62501
1479356708,zlog_batch_write_batch,20,1024,80,5,12635,63176
1479356710,zlog_batch_write_batch,20,1024,80,5,12602,63010
1479356712,zlog_batch_write_batch,20,1024,80,5,12673,63366
1479356714,zlog_batch_write_batch,20,1024,80,5,12667,63336
1479356716,zlog_batch_write_batch,20,1024,80,5,12769,63846
1479356718,zlog_batch_write_batch,20,1024,80,5,12633,63169
1479356720,zlog_batch_write_batch,20,1024,80,5,12607,63039
1479356722,zlog_batch_write_batch,20,1024,80,5,12582,62913
1479356724,zlog_batch_write_batch,20,1024,80,5,12661,63306
1479356726,zlog_batch_write_batch,20,1024,80,5,12535,62676
1479356728,zlog_batch_write_batch,20,1024,80,5,12677,63388
1479356730,zlog_batch_write_batch,20,1024,80,5,12549,62749
1479356732,zlog_batch_write_batch,20,1024,80,5,12752,63761
1479356734,zlog_batch_write_batch,20,1024,80,5,12848,64242
1479356736,zlog_batch_write_batch,20,1024,80,5,12641,63205
1479356738,zlog_batch_write_batch,20,1024,80,5,12703,63515
1479356740,zlog_batch_write_batch,20,1024,80,5,12549,62749
1479356742,zlog_batch_write_batch,20,1024,80,5,12378,61893
1479356744,zlog_batch_write_batch,20,1024,80,5,12408,62041
1479356746,zlog_batch_write_batch,20,1024,80,5,12320,61603
1479356748,zlog_batch_write_batch,20,1024,80,5,12368,61844
1479356750,zlog_batch_write_batch,20,1024,80,5,12708,63541
1479356752,zlog_batch_write_batch,20,1024,80,5,12544,62720
1479356754,zlog_batch_write_batch,20,1024,80,5,12391,61958
1479356756,zlog_batch_write_batch,20,1024,80,5,12499,62496
1479356758,zlog_batch_write_batch,20,1024,80,5,12677,63389
1479356760,zlog_batch_write_batch,20,1024,80,5,12478,62394
1479356762,zlog_batch_write_batch,20,1024,80,5,12459,62296
1479356764,zlog_batch_write_batch,20,1024,80,5,12692,63461
1479356766,zlog_batch_write_batch,20,1024,80,5,12797,63986
1479356768,zlog_batch_write_batch,20,1024,80,5,12505,62526
1479356770,zlog_batch_write_batch,20,1024,80,5,12680,63403
1479356772,zlog_batch_write_batch,20,1024,80,5,12708,63541
1479356774,zlog_batch_write_batch,20,1024,80,5,12502,62514
1479356776,zlog_batch_write_batch,20,1024,80,5,12759,63799
1479356778,zlog_batch_write_batch,20,1024,80,5,12640,63201
1479356780,zlog_batch_write_batch,20,1024,80,5,12507,62537
1479356782,zlog_batch_write_batch,20,1024,80,5,12577,62888
1479356784,zlog_batch_write_batch,20,1024,80,5,12403,62019
1479356786,zlog_batch_write_batch,20,1024,80,5,12658,63291
1479356788,zlog_batch_write_batch,20,1024,80,5,12500,62503
1479356790,zlog_batch_write_batch,20,1024,80,5,12616,63083
1479356792,zlog_batch_write_batch,20,1024,80,5,12652,63263
1479356794,zlog_batch_write_batch,20,1024,80,5,12605,63029
1479356796,zlog_batch_write_batch,20,1024,80,5,12380,61904
1479356798,zlog_batch_write_batch,20,1024,80,5,12562,62814
1479356800,zlog_batch_write_batch,20,1024,80,5,12407,62036
1479356802,zlog_batch_write_batch,20,1024,80,5,12623,63116
1479356804,zlog_batch_write_batch,20,1024,80,5,12799,63998
1479356806,zlog_batch_write_batch,20,1024,80,5,12348,61744
1479356808,zlog_batch_write_batch,20,1024,80,5,12573,62869
1479356810,zlog_batch_write_batch,20,1024,80,5,12741,63709
1479356812,zlog_batch_write_batch,20,1024,80,5,12266,61334
1479356814,zlog_batch_write_batch,20,1024,80,5,12673,63369
1479356816,zlog_batch_write_batch,20,1024,80,5,12676,63382
1479356818,zlog_batch_write_batch,20,1024,80,5,12387,61939
1479356820,zlog_batch_write_batch,20,1024,80,5,12669,63346
1479356822,zlog_batch_write_batch,20,1024,80,5,12583,62916
1479356824,zlog_batch_write_batch,20,1024,80,5,12373,61866
1479356826,zlog_batch_write_batch,20,1024,80,5,12740,63701
1479356828,zlog_batch_write_batch,20,1024,80,5,12389,61946
1479356830,zlog_batch_write_batch,20,1024,80,5,12638,63191
1479356832,zlog_batch_write_batch,20,1024,80,5,12577,62888
1479356834,zlog_batch_write_batch,20,1024,80,5,12505,62526
