time,opname,qdepth,esize,nobjs,batchsize,raw_iops,eff_iops
1479359189,zlog_batch_write_batch,40,1024,20,10,0,0
1479359191,zlog_batch_write_batch,40,1024,20,10,0,0
1479359193,zlog_batch_write_batch,40,1024,20,10,0,0
1479359195,zlog_batch_write_batch,40,1024,20,10,0,0
1479359197,zlog_batch_write_batch,40,1024,20,10,0,0
1479359199,zlog_batch_write_batch,40,1024,20,10,0,0
1479359201,zlog_batch_write_batch,40,1024,20,10,3260,32603
1479359203,zlog_batch_write_batch,40,1024,20,10,3209,32093
1479359205,zlog_batch_write_batch,40,1024,20,10,3226,32268
1479359207,zlog_batch_write_batch,40,1024,20,10,7413,74136
1479359209,zlog_batch_write_batch,40,1024,20,10,7807,78075
1479359211,zlog_batch_write_batch,40,1024,20,10,3204,32043
1479359213,zlog_batch_write_batch,40,1024,20,10,11010,110109
1479359215,zlog_batch_write_batch,40,1024,20,10,11067,110673
1479359217,zlog_batch_write_batch,40,1024,20,10,9032,90329
1479359219,zlog_batch_write_batch,40,1024,20,10,10889,108899
1479359221,zlog_batch_write_batch,40,1024,20,10,10978,109786
1479359223,zlog_batch_write_batch,40,1024,20,10,10768,107683
1479359225,zlog_batch_write_batch,40,1024,20,10,11123,111233
1479359227,zlog_batch_write_batch,40,1024,20,10,11045,110458
1479359229,zlog_batch_write_batch,40,1024,20,10,10375,103759
1479359231,zlog_batch_write_batch,40,1024,20,10,10883,108834
1479359233,zlog_batch_write_batch,40,1024,20,10,10965,109653
1479359235,zlog_batch_write_batch,40,1024,20,10,10891,108919
1479359237,zlog_batch_write_batch,40,1024,20,10,11019,110194
1479359239,zlog_batch_write_batch,40,1024,20,10,10917,109174
1479359241,zlog_batch_write_batch,40,1024,20,10,8905,89055
1479359243,zlog_batch_write_batch,40,1024,20,10,11128,111289
1479359245,zlog_batch_write_batch,40,1024,20,10,11361,113618
1479359247,zlog_batch_write_batch,40,1024,20,10,9118,91185
1479359249,zlog_batch_write_batch,40,1024,20,10,11033,110339
1479359251,zlog_batch_write_batch,40,1024,20,10,11000,110005
1479359253,zlog_batch_write_batch,40,1024,20,10,9650,96509
1479359255,zlog_batch_write_batch,40,1024,20,10,10959,109598
1479359257,zlog_batch_write_batch,40,1024,20,10,10976,109769
1479359259,zlog_batch_write_batch,40,1024,20,10,10920,109204
1479359261,zlog_batch_write_batch,40,1024,20,10,11129,111294
1479359263,zlog_batch_write_batch,40,1024,20,10,10993,109939
1479359265,zlog_batch_write_batch,40,1024,20,10,9372,93725
