time,opname,qdepth,esize,nobjs,batchsize,raw_iops,eff_iops
1479346970,zlog_batch_write_simple,10,1024,20,10,2950,29504
1479346972,zlog_batch_write_simple,10,1024,20,10,4046,40467
1479346974,zlog_batch_write_simple,10,1024,20,10,4151,41512
1479346976,zlog_batch_write_simple,10,1024,20,10,3989,39897
1479346978,zlog_batch_write_simple,10,1024,20,10,4132,41322
1479346980,zlog_batch_write_simple,10,1024,20,10,4089,40892
1479346982,zlog_batch_write_simple,10,1024,20,10,4123,41237
1479346984,zlog_batch_write_simple,10,1024,20,10,4158,41582
1479346986,zlog_batch_write_simple,10,1024,20,10,4105,41052
1479346988,zlog_batch_write_simple,10,1024,20,10,4188,41887
1479346990,zlog_batch_write_simple,10,1024,20,10,4084,40847
1479346992,zlog_batch_write_simple,10,1024,20,10,4029,40295
1479346994,zlog_batch_write_simple,10,1024,20,10,4109,41097
1479346996,zlog_batch_write_simple,10,1024,20,10,4072,40727
1479346998,zlog_batch_write_simple,10,1024,20,10,4151,41512
1479347000,zlog_batch_write_simple,10,1024,20,10,4070,40707
1479347002,zlog_batch_write_simple,10,1024,20,10,4005,40057
1479347004,zlog_batch_write_simple,10,1024,20,10,4069,40692
1479347006,zlog_batch_write_simple,10,1024,20,10,4068,40682
1479347008,zlog_batch_write_simple,10,1024,20,10,4105,41052
1479347010,zlog_batch_write_simple,10,1024,20,10,4039,40397
1479347012,zlog_batch_write_simple,10,1024,20,10,4071,40717
1479347014,zlog_batch_write_simple,10,1024,20,10,4077,40772
1479347016,zlog_batch_write_simple,10,1024,20,10,4064,40642
1479347018,zlog_batch_write_simple,10,1024,20,10,4020,40202
1479347020,zlog_batch_write_simple,10,1024,20,10,4037,40377
1479347022,zlog_batch_write_simple,10,1024,20,10,3968,39687
1479347024,zlog_batch_write_simple,10,1024,20,10,4007,40077
1479347026,zlog_batch_write_simple,10,1024,20,10,3999,39993
1479347028,zlog_batch_write_simple,10,1024,20,10,3983,39832
1479347030,zlog_batch_write_simple,10,1024,20,10,4013,40132
1479347032,zlog_batch_write_simple,10,1024,20,10,3993,39937
1479347034,zlog_batch_write_simple,10,1024,20,10,3998,39987
1479347036,zlog_batch_write_simple,10,1024,20,10,3999,39992
1479347038,zlog_batch_write_simple,10,1024,20,10,4016,40162
1479347040,zlog_batch_write_simple,10,1024,20,10,3952,39528
1479347042,zlog_batch_write_simple,10,1024,20,10,3992,39927
1479347044,zlog_batch_write_simple,10,1024,20,10,3970,39702
1479347046,zlog_batch_write_simple,10,1024,20,10,3945,39453
1479347048,zlog_batch_write_simple,10,1024,20,10,3978,39788
1479347050,zlog_batch_write_simple,10,1024,20,10,3914,39142
1479347052,zlog_batch_write_simple,10,1024,20,10,3896,38967
1479347054,zlog_batch_write_simple,10,1024,20,10,3903,39037
1479347056,zlog_batch_write_simple,10,1024,20,10,3878,38783
1479347058,zlog_batch_write_simple,10,1024,20,10,3881,38812
1479347060,zlog_batch_write_simple,10,1024,20,10,3853,38532
1479347062,zlog_batch_write_simple,10,1024,20,10,3880,38802
1479347064,zlog_batch_write_simple,10,1024,20,10,3866,38662
1479347066,zlog_batch_write_simple,10,1024,20,10,3886,38867
1479347068,zlog_batch_write_simple,10,1024,20,10,3911,39113
1479347070,zlog_batch_write_simple,10,1024,20,10,3893,38937
1479347072,zlog_batch_write_simple,10,1024,20,10,3916,39167
1479347074,zlog_batch_write_simple,10,1024,20,10,3844,38442
1479347076,zlog_batch_write_simple,10,1024,20,10,3843,38432
1479347078,zlog_batch_write_simple,10,1024,20,10,3940,39408
1479347080,zlog_batch_write_simple,10,1024,20,10,3892,38928
1479347082,zlog_batch_write_simple,10,1024,20,10,3908,39082
1479347084,zlog_batch_write_simple,10,1024,20,10,3832,38323
1479347086,zlog_batch_write_simple,10,1024,20,10,3874,38742
1479347088,zlog_batch_write_simple,10,1024,20,10,3899,38998
1479347090,zlog_batch_write_simple,10,1024,20,10,3902,39022
1479347092,zlog_batch_write_simple,10,1024,20,10,3917,39172
1479347094,zlog_batch_write_simple,10,1024,20,10,3810,38107
1479347096,zlog_batch_write_simple,10,1024,20,10,3875,38753
1479347098,zlog_batch_write_simple,10,1024,20,10,3824,38248
1479347100,zlog_batch_write_simple,10,1024,20,10,3735,37357
1479347102,zlog_batch_write_simple,10,1024,20,10,3850,38502
1479347104,zlog_batch_write_simple,10,1024,20,10,3843,38432
1479347106,zlog_batch_write_simple,10,1024,20,10,3908,39087
1479347108,zlog_batch_write_simple,10,1024,20,10,3848,38488
1479347110,zlog_batch_write_simple,10,1024,20,10,3820,38207
1479347112,zlog_batch_write_simple,10,1024,20,10,3794,37943
1479347114,zlog_batch_write_simple,10,1024,20,10,3716,37168
1479347116,zlog_batch_write_simple,10,1024,20,10,3937,39377
1479347118,zlog_batch_write_simple,10,1024,20,10,3890,38902
1479347120,zlog_batch_write_simple,10,1024,20,10,3888,38889
1479347122,zlog_batch_write_simple,10,1024,20,10,3850,38507
1479347124,zlog_batch_write_simple,10,1024,20,10,3826,38263
1479347126,zlog_batch_write_simple,10,1024,20,10,3713,37137
1479347128,zlog_batch_write_simple,10,1024,20,10,3899,38992
1479347130,zlog_batch_write_simple,10,1024,20,10,3905,39057
1479347132,zlog_batch_write_simple,10,1024,20,10,3814,38143
1479347134,zlog_batch_write_simple,10,1024,20,10,3889,38898
1479347136,zlog_batch_write_simple,10,1024,20,10,3874,38747
1479347138,zlog_batch_write_simple,10,1024,20,10,3809,38093
1479347140,zlog_batch_write_simple,10,1024,20,10,3892,38922
1479347142,zlog_batch_write_simple,10,1024,20,10,3853,38532
1479347144,zlog_batch_write_simple,10,1024,20,10,3876,38763
1479347146,zlog_batch_write_simple,10,1024,20,10,3870,38708
1479347148,zlog_batch_write_simple,10,1024,20,10,3800,38008
1479347150,zlog_batch_write_simple,10,1024,20,10,3891,38913
1479347152,zlog_batch_write_simple,10,1024,20,10,3855,38557
1479347154,zlog_batch_write_simple,10,1024,20,10,3809,38093
1479347156,zlog_batch_write_simple,10,1024,20,10,3836,38362
1479347158,zlog_batch_write_simple,10,1024,20,10,3839,38393
1479347160,zlog_batch_write_simple,10,1024,20,10,3913,39132
1479347162,zlog_batch_write_simple,10,1024,20,10,3879,38792
1479347164,zlog_batch_write_simple,10,1024,20,10,3790,37907
1479347166,zlog_batch_write_simple,10,1024,20,10,3905,39052
1479347168,zlog_batch_write_simple,10,1024,20,10,3879,38793
1479347170,zlog_batch_write_simple,10,1024,20,10,3768,37688
1479347172,zlog_batch_write_simple,10,1024,20,10,3892,38927
1479347174,zlog_batch_write_simple,10,1024,20,10,3861,38613
1479347176,zlog_batch_write_simple,10,1024,20,10,3759,37593
1479347178,zlog_batch_write_simple,10,1024,20,10,3853,38538
1479347180,zlog_batch_write_simple,10,1024,20,10,3870,38703
1479347182,zlog_batch_write_simple,10,1024,20,10,3914,39143
1479347184,zlog_batch_write_simple,10,1024,20,10,3866,38662
1479347186,zlog_batch_write_simple,10,1024,20,10,3825,38257
1479347188,zlog_batch_write_simple,10,1024,20,10,3760,37603
1479347190,zlog_batch_write_simple,10,1024,20,10,3843,38433
1479347192,zlog_batch_write_simple,10,1024,20,10,3904,39042
1479347194,zlog_batch_write_simple,10,1024,20,10,3921,39217
1479347196,zlog_batch_write_simple,10,1024,20,10,3877,38772
1479347198,zlog_batch_write_simple,10,1024,20,10,3797,37973
1479347200,zlog_batch_write_simple,10,1024,20,10,3777,37777
1479347202,zlog_batch_write_simple,10,1024,20,10,3713,37138
1479347204,zlog_batch_write_simple,10,1024,20,10,3873,38738
1479347206,zlog_batch_write_simple,10,1024,20,10,3869,38697
1479347208,zlog_batch_write_simple,10,1024,20,10,3826,38267
1479347210,zlog_batch_write_simple,10,1024,20,10,3776,37767
1479347212,zlog_batch_write_simple,10,1024,20,10,3787,37877
1479347214,zlog_batch_write_simple,10,1024,20,10,3826,38267
1479347216,zlog_batch_write_simple,10,1024,20,10,3883,38832
1479347218,zlog_batch_write_simple,10,1024,20,10,3787,37878
1479347220,zlog_batch_write_simple,10,1024,20,10,3908,39082
1479347222,zlog_batch_write_simple,10,1024,20,10,3862,38622
1479347224,zlog_batch_write_simple,10,1024,20,10,3804,38042
1479347226,zlog_batch_write_simple,10,1024,20,10,3763,37632
1479347228,zlog_batch_write_simple,10,1024,20,10,3789,37893
1479347230,zlog_batch_write_simple,10,1024,20,10,3849,38497
1479347232,zlog_batch_write_simple,10,1024,20,10,3890,38907
1479347234,zlog_batch_write_simple,10,1024,20,10,3782,37828
1479347236,zlog_batch_write_simple,10,1024,20,10,3747,37478
1479347238,zlog_batch_write_simple,10,1024,20,10,3793,37932
1479347240,zlog_batch_write_simple,10,1024,20,10,3871,38712
1479347242,zlog_batch_write_simple,10,1024,20,10,3807,38072
1479347244,zlog_batch_write_simple,10,1024,20,10,3888,38882
1479347246,zlog_batch_write_simple,10,1024,20,10,3868,38687
1479347248,zlog_batch_write_simple,10,1024,20,10,3940,39407
